Date,Param,soilDeep,soilShallow,vpdCanopy,vpdUnderstory,ET,PAR,SWL,TWL,GPP,NEE,Reco,Rsoil,Rstem,Isoprene,Monoterpenes,Hexanal,Soil_isoprene,Soil_monoterpene
2019-10-24,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7743817387403568,0.23422684018432197,NA,NA,NA,NA,NA
2019-10-25,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8900069722748397,0.22063481857599979,NA,NA,NA,NA,NA
2019-10-26,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8893762912407094,0.21632020101245708,NA,NA,NA,NA,NA
2019-10-27,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8812712649016792,0.2191268680261846,NA,NA,NA,NA,NA
2019-10-28,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8101878565112104,0.21965638352548605,NA,NA,NA,NA,NA
2019-10-29,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7771944243562082,0.20304233970254537,NA,NA,NA,NA,NA
2019-10-30,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6137473758002713,0.19096155570363632,NA,NA,NA,NA,NA
2019-10-31,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20008071768810243,NA,NA,NA,NA,NA
2019-11-01,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19237055810399792,NA,NA,NA,NA,NA
2019-11-03,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22492105531769616,NA,NA,NA,NA,NA
2019-11-04,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21763377932935934,NA,NA,NA,NA,NA
2019-11-05,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22284729621141783,NA,NA,NA,NA,NA
2019-11-06,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4876649408119214,0.2327111669109602,NA,NA,NA,NA,NA
2019-11-07,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22499050556751465,NA,NA,NA,NA,NA
2019-11-08,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22620857603241845,NA,NA,NA,NA,NA
2019-11-09,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22199128941694277,NA,NA,NA,NA,NA
2019-11-10,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21902765470888683,NA,NA,NA,NA,NA
2019-11-11,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22427048897834564,NA,NA,NA,NA,NA
2019-11-12,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20667271485627964,NA,NA,NA,NA,NA
2019-11-13,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19603974459631757,NA,NA,NA,NA,NA
2019-11-14,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188392726864161,NA,NA,NA,NA,NA
2019-11-15,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1921284640089448,NA,NA,NA,NA,NA
2019-11-16,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1976386042133195,NA,NA,NA,NA,NA
2019-11-17,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19897627183066324,NA,NA,NA,NA,NA
2019-11-18,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20351844786190446,NA,NA,NA,NA,NA
2019-11-19,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33624507873504866,0.21015680586048716,NA,NA,NA,NA,NA
2019-11-20,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3275425942076666,NA,NA,NA,NA,NA,NA
2019-11-21,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3983119902141597,NA,NA,NA,NA,NA,NA
2019-11-22,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36295091070472874,0.19886434494857683,NA,NA,NA,NA,NA
2019-11-23,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22647241206329227,0.19554489634393166,NA,NA,NA,NA,NA
2019-11-24,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2536427847399237,NA,NA,NA,NA,NA,NA
2019-11-25,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2194227823915267,0.20499053649796362,NA,NA,NA,NA,NA
2019-11-26,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22819874982546487,0.2021627363430213,NA,NA,NA,NA,NA
2019-11-27,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2188147885279448,NA,NA,NA,NA,NA,NA
2019-11-28,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2232295601546427,0.2484497501509569,NA,NA,NA,NA,NA
2019-11-29,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21193499477481442,0.22427493151644615,NA,NA,NA,NA,NA
2019-11-30,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16732517941590302,0.24395001949368614,NA,NA,NA,NA,NA
2019-12-01,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14358131620037096,0.2538193898329367,NA,NA,NA,NA,NA
2019-12-02,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12877146367300124,0.2767979496012925,NA,NA,NA,NA,NA
2019-12-03,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13855615033256016,0.2683594888949928,NA,NA,NA,NA,NA
2019-12-04,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15627976439058566,0.2568491642784427,NA,NA,NA,NA,NA
2019-12-05,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15213651816706855,0.24924927056246152,NA,NA,NA,NA,NA
2019-12-06,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14588054637806463,NA,NA,NA,NA,NA,NA
2019-12-07,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133133087699412,0.26849551226866547,NA,NA,NA,NA,NA
2019-12-08,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17756902677976408,0.24635806390924117,NA,NA,NA,NA,NA
2019-12-09,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2464025123733261,0.24513872624890584,NA,NA,NA,NA,NA
2019-12-10,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3730268440548883,0.24365883681470363,NA,NA,NA,NA,NA
2019-12-11,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5761941200272122,0.23451554223828278,NA,NA,NA,NA,NA
2019-12-12,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4028745657658754,0.23643798479017095,NA,NA,NA,NA,NA
2019-12-13,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28952732711408413,0.21832990306189762,NA,NA,NA,NA,NA
2019-12-14,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24001417498838365,0.2067765902357572,NA,NA,NA,NA,NA
2019-12-15,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23056562555664123,0.14438165747376044,NA,NA,NA,NA,NA
2019-12-16,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21582580301676488,0.12390835921220536,NA,NA,NA,NA,NA
2019-12-17,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20521850357491878,0.1040747037803841,NA,NA,NA,NA,NA
2019-12-18,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18787750675628842,0.10848424283375481,NA,NA,NA,NA,NA
2019-12-19,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23495442728337423,0.11869852842031522,NA,NA,NA,NA,NA
2019-12-20,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23929285481849544,0.11986636156101624,NA,NA,NA,NA,NA
2019-12-21,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3469257935576557,0.12501187603188113,NA,NA,NA,NA,NA
2019-12-22,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3019689301939664,0.12837628904908185,NA,NA,NA,NA,NA
2019-12-23,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35579741840146656,0.14104661409704985,NA,NA,NA,NA,NA
2019-12-24,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30201581645695535,0.14632776787769536,NA,NA,NA,NA,NA
2019-12-25,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35110828164094404,0.1355213996851335,NA,NA,NA,NA,NA
2019-12-26,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32891929876822246,0.1389073872683482,NA,NA,NA,NA,NA
2019-12-27,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4365772218855262,0.11880098483007387,NA,NA,NA,NA,NA
2019-12-28,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3111418556863037,0.12209374571088022,NA,NA,NA,NA,NA
2019-12-29,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38691458991090966,0.11554793092655152,NA,NA,NA,NA,NA
2019-12-30,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36419907922225153,0.12226108866853026,NA,NA,NA,NA,NA
2019-12-31,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4162752114913789,0.11952489036609076,NA,NA,NA,NA,NA
2020-01-01,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39564782546819743,0.12556948393064407,NA,NA,NA,NA,NA
2020-01-02,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5420489567635315,0.11202134921134871,NA,NA,NA,NA,NA
2020-01-03,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10232430344077974,NA,NA,NA,NA,NA
