Date,Param,soilDeep,soilShallow,vpdCanopy,vpdUnderstory,ET,PAR,SWL,TWL,GPP,NEE,Reco,Rsoil,Rstem,Isoprene,Monoterpenes,Hexanal,Soil_isoprene,Soil_monoterpene
2019-12-22,mean,-0.305,-0.388,1.6837859117,1.1428780493,1.7990123618,42454.5,2.8288016667,0.06896,7.270435868,-4.119957424,3.1504784438,2.4917762665468355,0.6885125591069396,93.96940913472878,2.1027338122986112,0.26279133301941177,-12.84141370966402,-0.2556566068712861
2019-12-22,sd,0.106,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.046051058806339,0.44470851024031566,NA,NA,NA,3.4875669569249794,0.04991900263028237
2019-12-23,mean,-0.312,-0.3,1.2574553218,1.1355789374,0.1352445287,15094.2,NA,0.04428,3.911590566,-1.228513317,2.683077249,2.407070435407725,0.6814751613864148,65.35214925461486,1.6582681992591037,0.1888076628764706,-2.149179086876841,-0.13906468204278513
2019-12-23,sd,0.108,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2325184117463637,0.48859980370330197,NA,NA,NA,0.4272857700482204,0.03726110085987718
2019-12-24,mean,-0.313,-0.287,1.3995847502,1.3089264093,0.8637109712,19786.5,0.7560813542,0.05127,4.501721489,-2.01917606,2.4825454293,2.4231634429915156,0.7122642835236712,5.760761601971015,0.5447196273279763,0.12813575764279575,-3.421918015137708,-0.15979438556983336
2019-12-24,sd,0.108,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0462134775856866,0.5068942570446269,NA,NA,NA,1.1880537321076063,0.07947572874541695
2019-12-25,mean,-0.315,-0.232,1.493881415,1.2967915196,0.9808676659,37345.6,NA,0.08031,5.881670601,-4.101550684,1.7801199172,2.4311769803379404,0.6563794582148984,7.117037525023881,0.5982761807896242,0.1328289061755147,-5.746666755014168,-0.2497403269259279
2019-12-25,sd,0.109,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2162747655206358,0.4694598995350001,NA,NA,NA,2.55208056734715,0.08233615493605899
2019-12-26,mean,-0.324,-0.198,2.1353852899,1.4839976528,2.0714437303,52182.1,1.1862728125,0.09298000000000001,6.347745788,-4.477840875,1.8699049129,2.5753081299360794,0.6939974877172533,29.094319642914854,1.2113792410617648,0.17641316724815295,-11.430661306803259,-0.3312657792735963
2019-12-26,sd,0.111,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.139409874112977,0.4811893045908506,NA,NA,NA,4.251698825084549,0.095152274382857
2019-12-27,mean,-0.213,-0.16,2.3387523092,1.8696510555,0.2637790741,21731,NA,0.07772,4.411080668,-1.448809055,2.9622716134,2.638430547310393,0.572688832028814,85.40501197282677,2.18307795573366,0.20420099545971546,-2.730261116140376,-0.1354087422384022
2019-12-27,sd,0.073,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5123478594660051,0.41153868342981476,NA,NA,NA,1.0139655230085591,0.03789698944053313
2019-12-28,mean,-0.202,-0.13,1.774447281,1.4038370456,0.1565903856,18852.4,1.2333801042,0.06534000000000001,3.568814432,-0.40032874,3.1684856916,2.22443942751895,0.625510904237701,8.243350305898394,0.5919734957025327,0.09756222905290125,-2.341527435642311,-0.15852543648206702
2019-12-28,sd,0.069,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0778270048198828,0.4229451417152784,NA,NA,NA,1.1972334989111113,0.06888231977370916
2019-12-29,mean,-0.188,-0.091,1.9040633852,1.4599200982,1.4972100835,55611.3,NA,0.09979,6.299963776,-4.852550498,1.4474132785,2.2692235842505277,0.5659595864571759,5.285294536408663,0.48320252268896163,0.0933101372371928,-7.020839038558609,-0.279891654647126
2019-12-29,sd,0.064,0.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.340311455830744,0.4002697741484928,NA,NA,NA,4.045170028097817,0.07374095446217135
2019-12-30,mean,-0.189,-0.061,2.1550915891,1.7046130153,1.6211930195,30148.9,0.8909777083,0.08418,4.827297467,-3.67106507,1.1562323973,2.460546137459991,0.6174584178639264,64.9498913416628,1.8542687970890523,0.11925922789852501,-6.276488754550669,-0.23578930639964593
2019-12-30,sd,0.064,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2616226185654844,0.4235248347251559,NA,NA,NA,2.3075743195668066,0.08594822101090452
2019-12-31,mean,-0.182,-0.04,1.8396692312,1.3191050233,1.0089185192,33351.4,NA,0.09096,5.178591943,-3.157907695,2.0206842477,2.3387707570513014,0.5892444406383457,27.619913942281634,1.0778520452704248,0.14137699800603679,-7.027931890498224,-0.3210986697887271
2019-12-31,sd,0.062,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.442019632469096,0.414046365766338,NA,NA,NA,3.295101589558661,0.17625012248291339
2020-01-01,mean,-0.183,-0.024,2.2018397227,1.5934703683,2.0189984459,52551.4,1.760859375,0.10265,6.231223952,-4.63997599,1.5912479624,2.648185600537496,0.6330784534456619,28.42209388649884,0.9614942520306373,0.1344484346905662,-9.398127670893663,-0.30965243321527225
2020-01-01,sd,0.062,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3705642712301231,0.43498545209615846,NA,NA,NA,3.723697619507394,0.08472023172558801
2020-01-02,mean,-0.097,-0.012,1.5265402861,1.2029647084,1.9154612673,47604,NA,0.1031,5.812351588,-4.242703301,1.569648287,2.7980062576257536,0.5678556599952076,87.69961785306944,1.972336061900327,0.17491895707382354,-6.6969215864832465,-0.24236442002182937
2020-01-02,sd,0.039,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8777126666082844,0.38805333673294345,NA,NA,NA,2.627644081204638,0.08854298986205832
2020-01-03,mean,-0.136,-0.011,1.8496488281,1.4082320282,1.2324594394,54571.8,5.9292565625,0.10614,8.151858427,-5.847550625,2.3043078025,NA,0.5541661636978837,51.655378986512346,1.394829493132353,0.16003629764417648,-0.03128182052802004,-0.0241200499283659
2020-01-03,sd,0.048,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35446178481705076,NA,NA,NA,0.01470167229970388,0.026162810902330025
2020-01-04,mean,-0.127,-0.011,2.120227417,1.4986803159,1.230750359,56419.7,3.3591529167,0.10843000000000001,7.58708996,-5.335080425,2.2520095346,NA,NA,42.404046063912034,1.0282750488235295,0.07893998706588236,NA,NA
2020-01-04,sd,0.042,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-05,mean,-0.104,-0.011,1.9344934966,1.2114518028,2.3094591626,58025.2,NA,0.11613,6.276290505,-3.893701651,2.3825888547,NA,NA,60.79003561818672,1.3334267220751634,0.08858670264926471,NA,NA
2020-01-05,sd,0.031,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-06,mean,-0.084,-0.011,1.6717300157,1.178636818,1.9387753784,57657.8,0.6372770833,0.10355,7.188597646,-4.537721009,2.6508766368,NA,NA,89.19829391023919,1.5535837197140523,0.12881894972415442,NA,NA
2020-01-06,sd,0.023,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-07,mean,-0.061,-0.011,1.9007938382,1.1955380803,1.8618520088,56512.9,NA,0.11996,7.126010805,-4.953131364,2.1728794409,NA,NA,61.02904171983796,2.646624899035948,0.09036704344219854,NA,NA
2020-01-07,sd,0.016,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-08,mean,-0.044,-0.011,1.5149025626,1.2447079471,2.2317693698,57830.3,3.313238125,0.09543,7.652494399,-5.844495281,1.8079991185,NA,NA,61.13123873579475,0.9623016391209152,0.1108340616957353,NA,NA
2020-01-08,sd,0.011,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-09,mean,-0.039,-0.011,1.4438186253,1.2538663708,0.6242027655,23784.3,2.0004384375,0.06025,5.726939781,-3.851284093,1.8756556881,NA,NA,56.848671324074076,1.0122018968160598,0.0737151944984958,NA,NA
2020-01-09,sd,0.009,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-10,mean,-0.039,-0.011,1.6516509561,1.4700795146,1.8170897582,52703.4,0.9307258333,0.09015000000000001,7.97663314,-6.310181678,1.6664514617,NA,NA,8.808011223320987,0.309276403372549,0.0766319514105042,NA,NA
2020-01-10,sd,0.009,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-11,mean,-0.033,-0.01,1.6436215867,1.4648734876,1.5254494151,58365,NA,0.10729999999999999,7.682793962,-6.096079911,1.5867140517,NA,NA,35.81805933297068,0.7021524061560458,0.08112065028922795,NA,NA
2020-01-11,sd,0.007,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-12,mean,-0.019,-0.01,1.6520397243,1.2987707257,1.3792830953,58412.7,NA,0.1162,8.111108737,-6.269219567,1.8418891704,NA,NA,51.35536266704166,0.9530632034101307,0.08813614442338236,NA,NA
2020-01-12,sd,0.005,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-13,mean,-0.02,-0.01,2.28318745,1.2860670979,2.3555832831,58905.8,3.2987905208,0.10790000000000001,7.869529772,-5.65250246,2.2170273118,NA,NA,53.94361099017593,0.9827975139460785,0.12289366021838237,NA,NA
2020-01-13,sd,0.005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-14,mean,-0.017,-0.01,1.5268450545,0.9862967976,1.8890512077,54987.6,NA,0.10959,7.225385142,-4.650388897,2.5749962449,NA,NA,NA,NA,NA,NA,NA
2020-01-14,sd,0.004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-15,mean,-0.012,-0.01,1.198277675,0.9425378228,2.089897679,42767.8,2.2381832292,0.09013,7.526081457,-4.571547191,2.954534266,NA,NA,NA,NA,NA,NA,NA
2020-01-15,sd,0.003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-16,mean,-0.011,-0.01,1.0241570358,0.8723036615,0.2497180405,10141.3,NA,0.04954,2.52062032,0.8053662087,3.3259865282,NA,NA,52.65302779395061,1.0413846939869282,0.2296859119094853,NA,NA
2020-01-16,sd,0.003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-17,mean,-0.01,-0.01,1.3613859343,1.0710736629,2.0329103715,59966.2,2.191199375,0.0995,8.271509584,-5.437123231,2.8343863525,NA,NA,1.2727650500509258,0.17538692117075164,0.06604125003426471,NA,NA
2020-01-17,sd,0.003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-18,mean,-0.011,-0.01,1.5047578455,1.0184167666,2.1410425656,61762.4,NA,0.11682,8.377657654,-5.631805908,2.7458517456,NA,NA,57.188831557245365,0.9241466723627452,0.07729000329799265,NA,NA
2020-01-18,sd,0.003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-19,mean,-0.011,-0.01,1.6327995854,0.993916539,2.7258543509,62430.2,0.4098475,0.10887000000000001,9.497019239,-6.096738158,3.4002810807,NA,NA,50.652325659066356,0.6861277345441177,0.05347617904421324,NA,NA
2020-01-19,sd,0.003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-20,mean,-0.011,-0.01,1.3858173214,0.8992900987,2.0203494492,42937.6,NA,0.09556,6.659138584,-3.063626069,3.5955125149,NA,NA,NA,NA,NA,NA,NA
2020-01-20,sd,0.003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-21,mean,-0.01,-0.01,0.9856910182,0.7907404209,0.8991884731,18117.5,0.2967563542,0.054049999999999994,4.495186263,-0.595141063,3.9000451999,NA,NA,NA,NA,NA,NA,NA
2020-01-21,sd,0.003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-22,mean,-0.009,-0.01,1.0478456877,0.8092578692,1.9861463296,37888.9,NA,0.07969,7.156006368,-4.091170997,3.0648353714,NA,NA,NA,NA,NA,NA,NA
2020-01-22,sd,0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-23,mean,-0.009,-0.01,1.4750691072,0.9851268593,2.7654600041,63689.4,2.9314030208,0.12172,8.223094801,-4.986939805,3.2361549953,NA,NA,NA,NA,NA,NA,NA
2020-01-23,sd,0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-24,mean,-0.008,-0.01,1.4583686869,0.7774131623,1.9913202582,56033.4,NA,0.11888,7.19342023,-4.040814014,3.1526062162,NA,NA,NA,NA,NA,NA,NA
2020-01-24,sd,0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-25,mean,-0.008,-0.01,1.5189412134,0.9034985585,2.4533171162,57754.2,4.8258740625,0.11087999999999999,7.62117609,-4.050443583,3.5707325068,NA,NA,NA,NA,NA,NA,NA
2020-01-25,sd,0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-26,mean,-0.003,-0.01,1.4496534787,0.8703829966,2.5596091119,63470,NA,0.11968999999999999,8.232088133,-4.796483757,3.4356043765,NA,NA,NA,NA,NA,NA,NA
2020-01-26,sd,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-27,mean,-0.003,-0.01,1.3243012593,0.9501917646,2.5184097074,61008.3,3.7683434375,0.12121,9.043947421,-5.816616622,3.227330799,NA,NA,NA,NA,NA,NA,NA
2020-01-27,sd,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-28,mean,-0.006,-0.01,1.4485868068,1.0019189176,2.491907354,65638.5,NA,0.13004,8.044843605,-5.615853493,2.4289901123,NA,NA,NA,NA,NA,NA,NA
2020-01-28,sd,0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-29,mean,-0.006,-0.01,1.8867756987,1.1578057462,2.5550892131,64572.4,2.6596697917,0.11683,7.808286668,-5.700406085,2.1078805829,NA,NA,NA,NA,NA,NA,NA
2020-01-29,sd,0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-30,mean,-0.006,-0.01,1.55748292,1.0284820742,2.0071789633,60934,NA,0.11176,7.556714036,-5.191400946,2.3653130902,NA,NA,NA,NA,NA,NA,NA
2020-01-30,sd,0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-31,mean,-0.006,-0.01,1.4742448722,1.17243454,2.6945029217,67416.2,3.6947795833,0.11716,8.94799319,-6.225228313,2.7227648766,NA,NA,NA,NA,NA,NA,NA
2020-01-31,sd,0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-01,mean,-0.007,-0.01,1.7003194413,1.0695481666,3.0532632781,68420.8,4.5735861223,0.12841,8.352956746,-5.318890241,3.0340665047,NA,NA,NA,NA,NA,NA,NA
2020-02-01,sd,0.111,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-02,mean,-0.007,-0.01,1.5423176444,0.7710962871,2.9119456232,68452.3,NA,0.13416,8.106580835,-5.268947727,2.837633108,NA,NA,NA,NA,NA,NA,NA
2020-02-02,sd,0.114,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-03,mean,-0.007,-0.01,1.2228293216,1.0409692494,2.0437645761,45012.8,2.5196733333,0.09359,7.138752858,-4.422872942,2.7158799161,NA,NA,NA,NA,NA,NA,NA
2020-02-03,sd,0.115,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-04,mean,-0.007,-0.01,1.3436843611,1.1134834987,1.9826497174,65609.7,3.1435108333,0.11606,7.965510242,-5.032606667,2.9329035752,NA,NA,NA,NA,NA,NA,NA
2020-02-04,sd,0.119,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-05,mean,-0.008,-0.01,1.3483734263,1.1402129912,1.8773162039,58501.2,3.261544375,0.10201,8.653563751,-5.482941084,3.1706226669,NA,NA,NA,NA,NA,NA,NA
2020-02-05,sd,0.125,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-06,mean,-0.008,-0.01,1.7586337503,1.1210129298,2.4035682564,70307.4,NA,0.12874000000000002,8.197661399,-4.919072487,3.278588912,NA,NA,NA,NA,NA,NA,NA
2020-02-06,sd,0.124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-07,mean,-0.008,-0.01,1.7202703274,1.069906993,3.012800992,71730.6,2.4003383333,0.14266,8.466002703,-5.380596265,3.0854064373,NA,NA,NA,NA,NA,NA,NA
2020-02-07,sd,0.129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-08,mean,-0.008,-0.01,1.7934280814,1.1461638637,2.1917842798,72661.3,4.9663255208,0.1321,5.29479518,-2.005725924,3.2890692561,NA,NA,NA,NA,NA,NA,NA
2020-02-08,sd,0.131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-09,mean,-0.007,-0.01,1.578795391,0.9692282102,0.8839843767,50751.1,NA,0.11108,5.948455942,-2.402679314,3.5457766277,NA,NA,NA,NA,NA,NA,NA
2020-02-09,sd,0.123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-10,mean,-0.007,-0.01,1.4922954247,0.9486597428,2.6933846985,50931.4,0.879293125,0.10059,6.863663824,-3.2574545,3.6062093237,NA,NA,NA,NA,NA,NA,NA
2020-02-10,sd,0.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-11,mean,-0.006,-0.01,0.98622482,0.6493660474,0.840082147,32926.3,2.4943990625,0.07834999999999999,6.288269155,-2.711018125,3.5772510298,NA,NA,NA,NA,NA,NA,NA
2020-02-11,sd,0.074,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-12,mean,-0.007,-0.01,1.4800277076,0.9045358308,2.6906709722,69623.2,2.8724535417,0.11427,7.441964104,-3.609227169,3.8327369351,NA,NA,NA,NA,NA,NA,NA
2020-02-12,sd,0.109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-13,mean,-0.007,-0.01,1.6825729144,0.804492001,2.8708045897,75073.1,NA,0.13025,7.669653531,-3.9149222360000002,3.7547312955,NA,NA,NA,NA,NA,NA,NA
2020-02-13,sd,0.108,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-14,mean,-0.007,-0.01,1.4940182291,0.7881065743,2.7809085861,66885.1,1.2444752083,0.1171,7.97206228,-3.750827524,4.2212347562,NA,NA,NA,NA,NA,NA,NA
2020-02-14,sd,0.122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-15,mean,-0.008,-0.01,1.7930295073,0.8245677365,3.0943833059,76347.2,3.9175030208,0.13351,8.083964045,-3.707031539,4.3769325054,NA,NA,NA,NA,NA,NA,NA
2020-02-15,sd,0.129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-16,mean,-0.006,-0.009,1.7742975797,0.6870078403,2.8194441299,76808.2,NA,0.13126,8.032103429,-3.897860381,4.1342430483,NA,NA,NA,NA,NA,NA,NA
2020-02-16,sd,0.092,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-17,mean,-0.004,-0.009,1.7989169966,0.700852287,3.3874165523,78179.9,2.3193008333,0.13071000000000002,8.185403495,-3.640007173,4.545396322,NA,NA,NA,NA,NA,NA,NA
2020-02-17,sd,0.021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-18,mean,-0.005,-0.009,1.8619948132,0.7287114033,3.6422222781,78812.3,4.2859088542,0.135,8.322284291,-3.669251163,4.653033128,NA,NA,NA,NA,NA,NA,NA
2020-02-18,sd,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-19,mean,-0.008,-0.01,1.6760485956,0.7330277885,3.2594911894,68876.3,3.5372709375,0.11932,9.414957657,-4.980029752,4.4349279054,NA,NA,NA,NA,NA,NA,NA
2020-02-19,sd,0.122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-20,mean,-0.007,-0.009,1.7881155714,0.729555781,2.726290985,70076,NA,0.13299,9.406300712,-5.764919778,3.6413809336,NA,NA,NA,NA,NA,NA,NA
2020-02-20,sd,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-21,mean,-0.007,-0.009,0.7376981853,0.6341371429,1.7570635225,34884.9,0.3572338542,0.07686,6.929358023,-2.533978513,4.3953795104,NA,NA,NA,NA,NA,NA,NA
2020-02-21,sd,0.126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,mean,-0.008,-0.009,0.902619738,0.7416352666,2.0473855374,11359.1,1.3632797917,0.057229999999999996,2.540506445,1.8543892531,4.3948956981,NA,NA,NA,NA,NA,NA,NA
2020-02-22,sd,0.128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-23,mean,-0.007,-0.009,1.4953742017,0.9366535838,3.1463062705,39307.2,NA,0.10506,7.122164229,-3.066163083,4.0560011458,NA,NA,NA,NA,NA,NA,NA
2020-02-23,sd,0.104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,mean,-0.004,-0.009,1.913957334,1.1578391313,3.9536641447,82169.7,1.3450154167,0.12819999999999998,10.56119842,-5.712346815,4.8488516077,NA,NA,NA,NA,NA,NA,NA
2020-02-24,sd,0.019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,mean,-0.002,-0.009,1.3902833473,1.058797644,3.1602302755,82710.2,4.2394132292,0.13227,11.2647661,-7.28089362,3.9838724783,NA,NA,NA,NA,NA,NA,NA
2020-02-25,sd,0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,mean,-0.002,-0.009,1.8368395794,1.2501572599,3.249184936,83624.7,3.6393896875,0.11991,9.869281439,-6.205992933,3.6632885058,NA,NA,NA,NA,NA,NA,NA
2020-02-26,sd,0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-27,mean,-0.002,-0.009,1.9266680077,1.0578316989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-27,sd,0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-28,mean,NA,-0.009,1.2745127547,0.7983018985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-28,sd,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-01,mean,NA,NA,NA,NA,2.0473855374,95866.4,2.1912066185,0.2495,9.847614766,-1.462420711,8.3851940554,NA,NA,NA,NA,NA,NA,NA
2019-09-01,sd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-04,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7800193279290674,0.2819296927277255,NA,NA,NA,NA,NA
2019-10-05,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.208877787979708,0.2685170043628071,NA,NA,NA,NA,NA
2019-10-06,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9771967230341505,0.26585252585140057,NA,NA,NA,NA,NA
2019-10-07,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3272569097714466,0.2613458063131784,NA,NA,NA,NA,NA
2019-10-08,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9157939193471408,0.26022412833148606,NA,NA,NA,NA,NA
2019-10-09,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9027886674391387,0.25246073658216145,NA,NA,NA,NA,NA
2019-10-10,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1134581173009215,0.24778595995199829,NA,NA,NA,NA,NA
2019-10-11,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9918731164442817,0.24750756387218564,NA,NA,NA,NA,NA
2019-10-12,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3618925022416364,0.26950512883512945,NA,NA,NA,NA,NA
2019-10-13,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2572662670721735,0.2693695947545921,NA,NA,NA,NA,NA
2019-10-14,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0768568277561779,0.26656059103460433,NA,NA,NA,NA,NA
2019-10-15,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1839751658192526,0.290273890826463,NA,NA,NA,NA,NA
2019-10-16,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.042164222935523,0.2937261900081138,NA,NA,NA,NA,NA
2019-10-17,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9897837114566186,0.3063680144181238,NA,NA,NA,NA,NA
2019-10-18,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8018754152242717,0.2945793677560494,NA,NA,NA,NA,NA
2019-10-19,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8294191259044151,0.273096623191165,NA,NA,NA,NA,NA
2019-10-20,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7941238795038221,0.2622342889547567,NA,NA,NA,NA,NA
2019-10-21,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8204755063049266,0.27642520389218384,NA,NA,NA,NA,NA
2019-10-22,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.856720840862292,0.29406125446844816,NA,NA,NA,NA,NA
2019-10-23,sem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8227925486804342,NA,NA,NA,NA,NA,NA
