DOY_Cont,Label,Depth,SM_%
361.57291667,SM_Depth_8,2.7,5.5
361.57291667,SM_Depth_9,3,14.2
361.58333333,SM_Depth_1,0.05,29.9
361.58333333,SM_Depth_2,0.1,23.7
361.58333333,SM_Depth_3,0.2,26.2
361.58333333,SM_Depth_4,0.5,19.4
361.58333333,SM_Depth_5,1,11.2
361.58333333,SM_Depth_7,2.5,4.5
361.58333333,SM_Depth_6,2,7.8
361.58333333,SM_Depth_8,2.7,5.5
361.58333333,SM_Depth_9,3,14.2
361.59375,SM_Depth_1,0.05,29.9
361.59375,SM_Depth_2,0.1,23.7
361.59375,SM_Depth_3,0.2,26.2
361.59375,SM_Depth_4,0.5,19.4
361.59375,SM_Depth_5,1,11.2
361.59375,SM_Depth_7,2.5,4.5
361.59375,SM_Depth_6,2,7.8
361.59375,SM_Depth_8,2.7,5.5
361.59375,SM_Depth_9,3,14.1
361.60416667,SM_Depth_1,0.05,29.9
361.60416667,SM_Depth_2,0.1,23.7
361.60416667,SM_Depth_3,0.2,26.2
361.60416667,SM_Depth_4,0.5,19.4
361.60416667,SM_Depth_5,1,11.2
361.60416667,SM_Depth_7,2.5,4.5
361.60416667,SM_Depth_6,2,7.8
361.60416667,SM_Depth_8,2.7,5.5
361.60416667,SM_Depth_9,3,14.1
361.61458333,SM_Depth_1,0.05,29.8
361.61458333,SM_Depth_2,0.1,23.7
361.61458333,SM_Depth_3,0.2,26.2
361.61458333,SM_Depth_4,0.5,19.4
361.61458333,SM_Depth_5,1,11.2
361.61458333,SM_Depth_7,2.5,4.5
361.61458333,SM_Depth_6,2,7.8
361.61458333,SM_Depth_8,2.7,5.5
361.61458333,SM_Depth_9,3,14.1
361.625,SM_Depth_1,0.05,29.8
361.625,SM_Depth_2,0.1,23.7
361.625,SM_Depth_3,0.2,26.1
361.625,SM_Depth_4,0.5,19.3
361.625,SM_Depth_5,1,11.2
361.625,SM_Depth_7,2.5,4.5
361.625,SM_Depth_6,2,7.8
361.625,SM_Depth_8,2.7,5.5
361.625,SM_Depth_9,3,14.1
361.63541667,SM_Depth_1,0.05,29.8
361.63541667,SM_Depth_2,0.1,23.7
361.63541667,SM_Depth_3,0.2,26.1
361.63541667,SM_Depth_4,0.5,19.3
361.63541667,SM_Depth_5,1,11.2
361.63541667,SM_Depth_7,2.5,4.5
361.63541667,SM_Depth_6,2,7.8
361.63541667,SM_Depth_8,2.7,5.5
361.63541667,SM_Depth_9,3,14.1
361.64583333,SM_Depth_1,0.05,29.7
361.64583333,SM_Depth_2,0.1,23.7
361.64583333,SM_Depth_3,0.2,26.1
361.64583333,SM_Depth_4,0.5,19.3
361.64583333,SM_Depth_5,1,11.2
361.64583333,SM_Depth_7,2.5,4.5
361.64583333,SM_Depth_6,2,7.8
361.64583333,SM_Depth_8,2.7,5.5
361.64583333,SM_Depth_9,3,14.1
361.65625,SM_Depth_1,0.05,30.9
361.65625,SM_Depth_2,0.1,23.7
361.65625,SM_Depth_3,0.2,26.1
361.65625,SM_Depth_4,0.5,19.2
361.65625,SM_Depth_5,1,11.2
361.65625,SM_Depth_7,2.5,4.5
361.65625,SM_Depth_6,2,7.8
361.65625,SM_Depth_8,2.7,5.5
361.65625,SM_Depth_9,3,14.1
361.66666667,SM_Depth_1,0.05,30.9
361.66666667,SM_Depth_2,0.1,23.7
361.66666667,SM_Depth_3,0.2,26.1
361.66666667,SM_Depth_4,0.5,19.2
361.66666667,SM_Depth_5,1,11.2
361.66666667,SM_Depth_7,2.5,4.5
361.66666667,SM_Depth_6,2,7.8
361.66666667,SM_Depth_8,2.7,5.5
361.66666667,SM_Depth_9,3,14.1
361.67708333,SM_Depth_1,0.05,30.8
361.67708333,SM_Depth_2,0.1,23.6
361.67708333,SM_Depth_3,0.2,26.1
361.67708333,SM_Depth_4,0.5,19.2
361.67708333,SM_Depth_5,1,11.2
361.67708333,SM_Depth_7,2.5,4.5
361.67708333,SM_Depth_6,2,7.8
361.67708333,SM_Depth_8,2.7,5.5
361.67708333,SM_Depth_9,3,14.1
361.6875,SM_Depth_1,0.05,30.8
361.6875,SM_Depth_2,0.1,23.6
361.6875,SM_Depth_3,0.2,26.1
361.6875,SM_Depth_4,0.5,19.2
361.6875,SM_Depth_5,1,11.2
361.6875,SM_Depth_7,2.5,4.5
361.6875,SM_Depth_6,2,7.8
361.6875,SM_Depth_8,2.7,5.5
361.6875,SM_Depth_9,3,14.1
361.69791667,SM_Depth_1,0.05,30.8
361.69791667,SM_Depth_2,0.1,23.6
361.69791667,SM_Depth_3,0.2,26.1
361.69791667,SM_Depth_4,0.5,19.2
361.69791667,SM_Depth_5,1,11.2
361.69791667,SM_Depth_7,2.5,4.5
361.69791667,SM_Depth_6,2,7.8
361.69791667,SM_Depth_8,2.7,5.5
361.69791667,SM_Depth_9,3,14.1
361.70833333,SM_Depth_1,0.05,30.7
361.70833333,SM_Depth_2,0.1,23.6
361.70833333,SM_Depth_3,0.2,26.1
361.70833333,SM_Depth_4,0.5,19.2
361.70833333,SM_Depth_5,1,11.2
361.70833333,SM_Depth_7,2.5,4.5
361.70833333,SM_Depth_6,2,7.8
361.70833333,SM_Depth_8,2.7,5.5
361.70833333,SM_Depth_9,3,14.1
361.71875,SM_Depth_1,0.05,30.7
361.71875,SM_Depth_2,0.1,23.6
361.71875,SM_Depth_3,0.2,26.1
361.71875,SM_Depth_4,0.5,19.2
361.71875,SM_Depth_5,1,11.2
361.71875,SM_Depth_7,2.5,4.5
361.71875,SM_Depth_6,2,7.8
361.71875,SM_Depth_8,2.7,5.5
361.71875,SM_Depth_9,3,14.1
361.72916667,SM_Depth_1,0.05,30.7
361.72916667,SM_Depth_2,0.1,23.6
361.72916667,SM_Depth_3,0.2,26.1
361.72916667,SM_Depth_4,0.5,19.2
361.72916667,SM_Depth_5,1,11.2
361.72916667,SM_Depth_7,2.5,4.5
361.72916667,SM_Depth_6,2,7.8
361.72916667,SM_Depth_8,2.7,5.5
361.72916667,SM_Depth_9,3,14.1
361.73958333,SM_Depth_1,0.05,30.7
361.73958333,SM_Depth_2,0.1,23.6
361.73958333,SM_Depth_3,0.2,26.1
361.73958333,SM_Depth_4,0.5,19.1
361.73958333,SM_Depth_5,1,11.2
361.73958333,SM_Depth_7,2.5,4.5
361.73958333,SM_Depth_6,2,7.8
361.73958333,SM_Depth_8,2.7,5.5
361.73958333,SM_Depth_9,3,14.1
361.75,SM_Depth_1,0.05,30.7
361.75,SM_Depth_2,0.1,23.6
361.75,SM_Depth_3,0.2,26.1
361.75,SM_Depth_4,0.5,19.1
361.75,SM_Depth_5,1,11.2
361.75,SM_Depth_7,2.5,4.5
361.75,SM_Depth_6,2,7.8
361.75,SM_Depth_8,2.7,5.5
361.75,SM_Depth_9,3,14.1
361.76041667,SM_Depth_1,0.05,30.6
361.76041667,SM_Depth_2,0.1,23.6
361.76041667,SM_Depth_3,0.2,26.1
361.76041667,SM_Depth_4,0.5,19.1
361.76041667,SM_Depth_5,1,11.1
361.76041667,SM_Depth_7,2.5,4.5
361.76041667,SM_Depth_6,2,7.8
361.76041667,SM_Depth_8,2.7,5.5
361.76041667,SM_Depth_9,3,14.1
361.77083333,SM_Depth_1,0.05,30.6
361.77083333,SM_Depth_2,0.1,23.6
361.77083333,SM_Depth_3,0.2,26.1
361.77083333,SM_Depth_4,0.5,19.1
361.77083333,SM_Depth_5,1,11.2
361.77083333,SM_Depth_7,2.5,4.5
361.77083333,SM_Depth_6,2,7.8
361.77083333,SM_Depth_8,2.7,5.5
361.77083333,SM_Depth_9,3,14.1
361.78125,SM_Depth_1,0.05,30.6
361.78125,SM_Depth_2,0.1,23.6
361.78125,SM_Depth_3,0.2,26.1
361.78125,SM_Depth_4,0.5,19.1
361.78125,SM_Depth_5,1,11.2
361.78125,SM_Depth_7,2.5,4.5
361.78125,SM_Depth_6,2,7.8
361.78125,SM_Depth_8,2.7,5.5
361.78125,SM_Depth_9,3,14.1
361.79166667,SM_Depth_1,0.05,30.6
361.79166667,SM_Depth_2,0.1,23.6
361.79166667,SM_Depth_3,0.2,26.0
361.79166667,SM_Depth_4,0.5,19.1
361.79166667,SM_Depth_5,1,11.2
361.79166667,SM_Depth_7,2.5,4.5
361.79166667,SM_Depth_6,2,7.8
361.79166667,SM_Depth_8,2.7,5.5
361.79166667,SM_Depth_9,3,14.1
361.80208333,SM_Depth_1,0.05,30.6
361.80208333,SM_Depth_2,0.1,23.6
361.80208333,SM_Depth_3,0.2,26.0
361.80208333,SM_Depth_4,0.5,19.1
361.80208333,SM_Depth_5,1,11.2
361.80208333,SM_Depth_7,2.5,4.5
361.80208333,SM_Depth_6,2,7.8
361.80208333,SM_Depth_8,2.7,5.5
361.80208333,SM_Depth_9,3,14.1
361.8125,SM_Depth_1,0.05,30.6
361.8125,SM_Depth_2,0.1,23.6
361.8125,SM_Depth_3,0.2,26.0
361.8125,SM_Depth_4,0.5,19.1
361.8125,SM_Depth_5,1,11.2
361.8125,SM_Depth_7,2.5,4.5
361.8125,SM_Depth_6,2,7.8
361.8125,SM_Depth_8,2.7,5.5
361.8125,SM_Depth_9,3,14.1
361.82291667,SM_Depth_1,0.05,30.6
361.82291667,SM_Depth_2,0.1,23.6
361.82291667,SM_Depth_3,0.2,26.0
361.82291667,SM_Depth_4,0.5,19.1
361.82291667,SM_Depth_5,1,11.2
361.82291667,SM_Depth_7,2.5,4.5
361.82291667,SM_Depth_6,2,7.8
361.82291667,SM_Depth_8,2.7,5.5
361.82291667,SM_Depth_9,3,14.1
361.83333333,SM_Depth_1,0.05,30.6
361.83333333,SM_Depth_2,0.1,23.6
361.83333333,SM_Depth_3,0.2,26.0
361.83333333,SM_Depth_4,0.5,19.1
361.83333333,SM_Depth_5,1,11.2
361.83333333,SM_Depth_7,2.5,4.5
361.83333333,SM_Depth_6,2,7.8
361.83333333,SM_Depth_8,2.7,5.5
361.83333333,SM_Depth_9,3,14.1
361.84375,SM_Depth_1,0.05,30.5
361.84375,SM_Depth_2,0.1,23.6
361.84375,SM_Depth_3,0.2,26.0
361.84375,SM_Depth_4,0.5,19.1
361.84375,SM_Depth_5,1,11.2
361.84375,SM_Depth_7,2.5,4.5
361.84375,SM_Depth_6,2,7.8
361.84375,SM_Depth_8,2.7,5.5
361.84375,SM_Depth_9,3,14.1
361.85416667,SM_Depth_1,0.05,30.7
361.85416667,SM_Depth_2,0.1,23.6
361.85416667,SM_Depth_3,0.2,26.0
361.85416667,SM_Depth_4,0.5,19.1
361.85416667,SM_Depth_5,1,11.2
361.85416667,SM_Depth_7,2.5,4.5
361.85416667,SM_Depth_6,2,7.8
361.85416667,SM_Depth_8,2.7,5.5
361.85416667,SM_Depth_9,3,14.1
361.86458333,SM_Depth_1,0.05,30.6
361.86458333,SM_Depth_2,0.1,23.6
361.86458333,SM_Depth_3,0.2,26.0
361.86458333,SM_Depth_4,0.5,19.1
361.86458333,SM_Depth_5,1,11.2
361.86458333,SM_Depth_7,2.5,4.5
361.86458333,SM_Depth_6,2,7.8
361.86458333,SM_Depth_8,2.7,5.5
361.86458333,SM_Depth_9,3,14.1
361.875,SM_Depth_1,0.05,30.6
361.875,SM_Depth_2,0.1,23.7
361.875,SM_Depth_3,0.2,26.0
361.875,SM_Depth_4,0.5,19.1
361.875,SM_Depth_5,1,11.2
361.875,SM_Depth_7,2.5,4.5
361.875,SM_Depth_6,2,7.8
361.875,SM_Depth_8,2.7,5.5
361.875,SM_Depth_9,3,14.1
361.88541667,SM_Depth_1,0.05,30.5
361.88541667,SM_Depth_2,0.1,23.7
361.88541667,SM_Depth_3,0.2,26.0
361.88541667,SM_Depth_4,0.5,19.1
361.88541667,SM_Depth_5,1,11.2
361.88541667,SM_Depth_7,2.5,4.5
361.88541667,SM_Depth_6,2,7.8
361.88541667,SM_Depth_8,2.7,5.5
361.88541667,SM_Depth_9,3,14.1
361.89583333,SM_Depth_1,0.05,30.4
361.89583333,SM_Depth_2,0.1,23.7
361.89583333,SM_Depth_3,0.2,26.0
361.89583333,SM_Depth_4,0.5,19.0
361.89583333,SM_Depth_5,1,11.2
361.89583333,SM_Depth_7,2.5,4.5
361.89583333,SM_Depth_6,2,7.8
361.89583333,SM_Depth_8,2.7,5.5
361.89583333,SM_Depth_9,3,14.1
361.90625,SM_Depth_1,0.05,30.5
361.90625,SM_Depth_2,0.1,23.7
361.90625,SM_Depth_3,0.2,26.0
361.90625,SM_Depth_4,0.5,19.0
361.90625,SM_Depth_5,1,11.2
361.90625,SM_Depth_7,2.5,4.5
361.90625,SM_Depth_6,2,7.8
361.90625,SM_Depth_8,2.7,5.5
361.90625,SM_Depth_9,3,14.1
361.91666667,SM_Depth_1,0.05,30.4
361.91666667,SM_Depth_2,0.1,23.7
361.91666667,SM_Depth_3,0.2,26.0
361.91666667,SM_Depth_4,0.5,19.0
361.91666667,SM_Depth_5,1,11.2
361.91666667,SM_Depth_7,2.5,4.5
361.91666667,SM_Depth_6,2,7.8
361.91666667,SM_Depth_8,2.7,5.5
361.91666667,SM_Depth_9,3,14.1
361.92708333,SM_Depth_1,0.05,30.4
361.92708333,SM_Depth_2,0.1,23.7
361.92708333,SM_Depth_3,0.2,26.0
361.92708333,SM_Depth_4,0.5,19.0
361.92708333,SM_Depth_5,1,11.2
361.92708333,SM_Depth_7,2.5,4.5
361.92708333,SM_Depth_6,2,7.8
361.92708333,SM_Depth_8,2.7,5.5
361.92708333,SM_Depth_9,3,14.1
361.9375,SM_Depth_1,0.05,30.4
361.9375,SM_Depth_2,0.1,23.7
361.9375,SM_Depth_3,0.2,26.0
361.9375,SM_Depth_4,0.5,19.0
361.9375,SM_Depth_5,1,11.2
361.9375,SM_Depth_7,2.5,4.5
361.9375,SM_Depth_6,2,7.8
361.9375,SM_Depth_8,2.7,5.5
361.9375,SM_Depth_9,3,14.1
361.94791667,SM_Depth_1,0.05,30.3
361.94791667,SM_Depth_2,0.1,23.7
361.94791667,SM_Depth_3,0.2,26.0
361.94791667,SM_Depth_4,0.5,19.0
361.94791667,SM_Depth_5,1,11.2
361.94791667,SM_Depth_7,2.5,4.5
361.94791667,SM_Depth_6,2,7.8
361.94791667,SM_Depth_8,2.7,5.5
361.94791667,SM_Depth_9,3,14.1
361.95833333,SM_Depth_1,0.05,30.3
361.95833333,SM_Depth_2,0.1,23.7
361.95833333,SM_Depth_3,0.2,26.0
361.95833333,SM_Depth_4,0.5,19.0
361.95833333,SM_Depth_5,1,11.2
361.95833333,SM_Depth_7,2.5,4.5
361.95833333,SM_Depth_6,2,7.8
361.95833333,SM_Depth_8,2.7,5.5
361.95833333,SM_Depth_9,3,14.1
361.96875,SM_Depth_1,0.05,30.3
361.96875,SM_Depth_2,0.1,23.7
361.96875,SM_Depth_3,0.2,26.0
361.96875,SM_Depth_4,0.5,19.0
361.96875,SM_Depth_5,1,11.2
361.96875,SM_Depth_7,2.5,4.5
361.96875,SM_Depth_6,2,7.8
361.96875,SM_Depth_8,2.7,5.5
361.96875,SM_Depth_9,3,14.1
361.97916667,SM_Depth_1,0.05,30.3
361.97916667,SM_Depth_2,0.1,23.7
361.97916667,SM_Depth_3,0.2,26.0
361.97916667,SM_Depth_4,0.5,19.0
361.97916667,SM_Depth_5,1,11.2
361.97916667,SM_Depth_7,2.5,4.5
361.97916667,SM_Depth_6,2,7.8
361.97916667,SM_Depth_8,2.7,5.5
361.97916667,SM_Depth_9,3,14.1
361.98958333,SM_Depth_1,0.05,30.3
361.98958333,SM_Depth_2,0.1,23.7
361.98958333,SM_Depth_3,0.2,26.0
361.98958333,SM_Depth_4,0.5,19.0
361.98958333,SM_Depth_5,1,11.2
361.98958333,SM_Depth_7,2.5,4.5
361.98958333,SM_Depth_6,2,7.8
361.98958333,SM_Depth_8,2.7,5.5
361.98958333,SM_Depth_9,3,14.1
362,SM_Depth_1,0.05,30.3
362,SM_Depth_2,0.1,23.7
362,SM_Depth_3,0.2,26.0
362,SM_Depth_4,0.5,19.0
362,SM_Depth_5,1,11.2
362,SM_Depth_7,2.5,4.5
362,SM_Depth_6,2,7.8
362,SM_Depth_8,2.7,5.5
362,SM_Depth_9,3,14.1
362.01041667,SM_Depth_1,0.05,30.3
362.01041667,SM_Depth_2,0.1,23.7
362.01041667,SM_Depth_3,0.2,26.0
362.01041667,SM_Depth_4,0.5,19.0
362.01041667,SM_Depth_5,1,11.2
362.01041667,SM_Depth_7,2.5,4.5
362.01041667,SM_Depth_6,2,7.8
362.01041667,SM_Depth_8,2.7,5.5
362.01041667,SM_Depth_9,3,14.1
362.02083333,SM_Depth_1,0.05,30.3
362.02083333,SM_Depth_2,0.1,23.7
362.02083333,SM_Depth_3,0.2,26.0
362.02083333,SM_Depth_4,0.5,19.0
362.02083333,SM_Depth_5,1,11.2
362.02083333,SM_Depth_7,2.5,4.5
362.02083333,SM_Depth_6,2,7.8
362.02083333,SM_Depth_8,2.7,5.5
362.02083333,SM_Depth_9,3,14.1
362.03125,SM_Depth_1,0.05,30.3
362.03125,SM_Depth_2,0.1,23.7
362.03125,SM_Depth_3,0.2,26.0
362.03125,SM_Depth_4,0.5,19.0
362.03125,SM_Depth_5,1,11.2
362.03125,SM_Depth_7,2.5,4.5
362.03125,SM_Depth_6,2,7.8
362.03125,SM_Depth_8,2.7,5.5
362.03125,SM_Depth_9,3,14.1
362.04166667,SM_Depth_1,0.05,30.3
362.04166667,SM_Depth_2,0.1,23.7
362.04166667,SM_Depth_3,0.2,26.0
362.04166667,SM_Depth_4,0.5,19.0
362.04166667,SM_Depth_5,1,11.2
362.04166667,SM_Depth_7,2.5,4.5
362.04166667,SM_Depth_6,2,7.8
362.04166667,SM_Depth_8,2.7,5.5
362.04166667,SM_Depth_9,3,14.1
362.05208333,SM_Depth_1,0.05,30.3
362.05208333,SM_Depth_2,0.1,23.7
362.05208333,SM_Depth_3,0.2,26.0
362.05208333,SM_Depth_4,0.5,19.0
362.05208333,SM_Depth_5,1,11.2
362.05208333,SM_Depth_7,2.5,4.5
362.05208333,SM_Depth_6,2,7.8
362.05208333,SM_Depth_8,2.7,5.5
362.05208333,SM_Depth_9,3,14.1
362.0625,SM_Depth_1,0.05,30.3
362.0625,SM_Depth_2,0.1,23.7
362.0625,SM_Depth_3,0.2,26.0
362.0625,SM_Depth_4,0.5,19.0
362.0625,SM_Depth_5,1,11.2
362.0625,SM_Depth_7,2.5,4.5
362.0625,SM_Depth_6,2,7.8
362.0625,SM_Depth_8,2.7,5.5
362.0625,SM_Depth_9,3,14.1
362.07291667,SM_Depth_1,0.05,30.3
362.07291667,SM_Depth_2,0.1,23.7
362.07291667,SM_Depth_3,0.2,26.0
362.07291667,SM_Depth_4,0.5,19.0
362.07291667,SM_Depth_5,1,11.2
362.07291667,SM_Depth_7,2.5,4.5
362.07291667,SM_Depth_6,2,7.8
362.07291667,SM_Depth_8,2.7,5.5
362.07291667,SM_Depth_9,3,14.1
362.08333333,SM_Depth_1,0.05,30.2
362.08333333,SM_Depth_2,0.1,23.7
362.08333333,SM_Depth_3,0.2,26.0
362.08333333,SM_Depth_4,0.5,19.0
362.08333333,SM_Depth_5,1,11.2
362.08333333,SM_Depth_7,2.5,4.5
362.08333333,SM_Depth_6,2,7.8
362.08333333,SM_Depth_8,2.7,5.5
362.08333333,SM_Depth_9,3,14.1
362.09375,SM_Depth_1,0.05,30.2
362.09375,SM_Depth_2,0.1,23.7
362.09375,SM_Depth_3,0.2,26.0
362.09375,SM_Depth_4,0.5,19.0
362.09375,SM_Depth_5,1,11.2
362.09375,SM_Depth_7,2.5,4.5
362.09375,SM_Depth_6,2,7.8
362.09375,SM_Depth_8,2.7,5.5
362.09375,SM_Depth_9,3,14.1
362.10416667,SM_Depth_1,0.05,30.2
362.10416667,SM_Depth_2,0.1,23.7
362.10416667,SM_Depth_3,0.2,26.0
362.10416667,SM_Depth_4,0.5,19.0
362.10416667,SM_Depth_5,1,11.2
362.10416667,SM_Depth_7,2.5,4.5
362.10416667,SM_Depth_6,2,7.8
362.10416667,SM_Depth_8,2.7,5.5
362.10416667,SM_Depth_9,3,14.1
362.11458333,SM_Depth_1,0.05,30.2
362.11458333,SM_Depth_2,0.1,23.7
362.11458333,SM_Depth_3,0.2,26.0
362.11458333,SM_Depth_4,0.5,19.0
362.11458333,SM_Depth_5,1,11.2
362.11458333,SM_Depth_7,2.5,4.5
362.11458333,SM_Depth_6,2,7.8
362.11458333,SM_Depth_8,2.7,5.5
362.11458333,SM_Depth_9,3,14.1
362.125,SM_Depth_1,0.05,30.2
362.125,SM_Depth_2,0.1,23.7
362.125,SM_Depth_3,0.2,26.0
362.125,SM_Depth_4,0.5,19.0
362.125,SM_Depth_5,1,11.2
362.125,SM_Depth_7,2.5,4.5
362.125,SM_Depth_6,2,7.8
362.125,SM_Depth_8,2.7,5.5
362.125,SM_Depth_9,3,14.1
362.13541667,SM_Depth_1,0.05,30.2
362.13541667,SM_Depth_2,0.1,23.7
362.13541667,SM_Depth_3,0.2,26.0
362.13541667,SM_Depth_4,0.5,19.0
362.13541667,SM_Depth_5,1,11.2
362.13541667,SM_Depth_7,2.5,4.5
362.13541667,SM_Depth_6,2,7.8
362.13541667,SM_Depth_8,2.7,5.5
362.13541667,SM_Depth_9,3,14.1
362.14583333,SM_Depth_1,0.05,30.2
362.14583333,SM_Depth_2,0.1,23.7
362.14583333,SM_Depth_3,0.2,26.0
362.14583333,SM_Depth_4,0.5,18.9
362.14583333,SM_Depth_5,1,11.2
362.14583333,SM_Depth_7,2.5,4.5
362.14583333,SM_Depth_6,2,7.8
362.14583333,SM_Depth_8,2.7,5.5
362.14583333,SM_Depth_9,3,14.1
362.15625,SM_Depth_1,0.05,30.2
362.15625,SM_Depth_2,0.1,23.7
362.15625,SM_Depth_3,0.2,26.0
362.15625,SM_Depth_4,0.5,18.9
362.15625,SM_Depth_5,1,11.2
362.15625,SM_Depth_7,2.5,4.5
362.15625,SM_Depth_6,2,7.8
362.15625,SM_Depth_8,2.7,5.5
362.15625,SM_Depth_9,3,14.1
362.16666667,SM_Depth_1,0.05,30.2
362.16666667,SM_Depth_2,0.1,23.7
362.16666667,SM_Depth_3,0.2,26.0
362.16666667,SM_Depth_4,0.5,18.9
362.16666667,SM_Depth_5,1,11.2
362.16666667,SM_Depth_7,2.5,4.5
362.16666667,SM_Depth_6,2,7.8
362.16666667,SM_Depth_8,2.7,5.5
362.16666667,SM_Depth_9,3,14.1
362.17708333,SM_Depth_1,0.05,30.2
362.17708333,SM_Depth_2,0.1,23.7
362.17708333,SM_Depth_3,0.2,26.0
362.17708333,SM_Depth_4,0.5,18.9
362.17708333,SM_Depth_5,1,11.2
362.17708333,SM_Depth_7,2.5,4.5
362.17708333,SM_Depth_6,2,7.8
362.17708333,SM_Depth_8,2.7,5.5
362.17708333,SM_Depth_9,3,14.1
362.1875,SM_Depth_1,0.05,30.2
362.1875,SM_Depth_2,0.1,23.7
362.1875,SM_Depth_3,0.2,26.0
362.1875,SM_Depth_4,0.5,18.9
362.1875,SM_Depth_5,1,11.2
362.1875,SM_Depth_7,2.5,4.5
362.1875,SM_Depth_6,2,7.8
362.1875,SM_Depth_8,2.7,5.5
362.1875,SM_Depth_9,3,14.1
362.19791667,SM_Depth_1,0.05,30.2
362.19791667,SM_Depth_2,0.1,23.7
362.19791667,SM_Depth_3,0.2,26.0
362.19791667,SM_Depth_4,0.5,18.9
362.19791667,SM_Depth_5,1,11.2
362.19791667,SM_Depth_7,2.5,4.5
362.19791667,SM_Depth_6,2,7.8
362.19791667,SM_Depth_8,2.7,5.5
362.19791667,SM_Depth_9,3,14.1
362.20833333,SM_Depth_1,0.05,30.2
362.20833333,SM_Depth_2,0.1,23.7
362.20833333,SM_Depth_3,0.2,26.0
362.20833333,SM_Depth_4,0.5,18.9
362.20833333,SM_Depth_5,1,11.2
362.20833333,SM_Depth_7,2.5,4.5
362.20833333,SM_Depth_6,2,7.8
362.20833333,SM_Depth_8,2.7,5.5
362.20833333,SM_Depth_9,3,14.1
362.21875,SM_Depth_1,0.05,30.2
362.21875,SM_Depth_2,0.1,23.7
362.21875,SM_Depth_3,0.2,26.0
362.21875,SM_Depth_4,0.5,18.9
362.21875,SM_Depth_5,1,11.2
362.21875,SM_Depth_7,2.5,4.5
362.21875,SM_Depth_6,2,7.8
362.21875,SM_Depth_8,2.7,5.5
362.21875,SM_Depth_9,3,14.1
362.22916667,SM_Depth_1,0.05,30.2
362.22916667,SM_Depth_2,0.1,23.7
362.22916667,SM_Depth_3,0.2,26.0
362.22916667,SM_Depth_4,0.5,18.9
362.22916667,SM_Depth_5,1,11.2
362.22916667,SM_Depth_7,2.5,4.5
362.22916667,SM_Depth_6,2,7.8
362.22916667,SM_Depth_8,2.7,5.5
362.22916667,SM_Depth_9,3,14.1
362.23958333,SM_Depth_1,0.05,30.2
362.23958333,SM_Depth_2,0.1,23.7
362.23958333,SM_Depth_3,0.2,26.0
362.23958333,SM_Depth_4,0.5,18.9
362.23958333,SM_Depth_5,1,11.2
362.23958333,SM_Depth_7,2.5,4.5
362.23958333,SM_Depth_6,2,7.8
362.23958333,SM_Depth_8,2.7,5.5
362.23958333,SM_Depth_9,3,14.1
362.25,SM_Depth_1,0.05,30.2
362.25,SM_Depth_2,0.1,23.7
362.25,SM_Depth_3,0.2,26.0
362.25,SM_Depth_4,0.5,18.9
362.25,SM_Depth_5,1,11.2
362.25,SM_Depth_7,2.5,4.5
362.25,SM_Depth_6,2,7.9
362.25,SM_Depth_8,2.7,5.5
362.25,SM_Depth_9,3,14.1
362.26041667,SM_Depth_1,0.05,30.1
362.26041667,SM_Depth_2,0.1,23.7
362.26041667,SM_Depth_3,0.2,26.0
362.26041667,SM_Depth_4,0.5,18.9
362.26041667,SM_Depth_5,1,11.2
362.26041667,SM_Depth_7,2.5,4.5
362.26041667,SM_Depth_6,2,7.9
362.26041667,SM_Depth_8,2.7,5.5
362.26041667,SM_Depth_9,3,14.1
362.27083333,SM_Depth_1,0.05,30.1
362.27083333,SM_Depth_2,0.1,23.7
362.27083333,SM_Depth_3,0.2,26.0
362.27083333,SM_Depth_4,0.5,18.9
362.27083333,SM_Depth_5,1,11.2
362.27083333,SM_Depth_7,2.5,4.5
362.27083333,SM_Depth_6,2,7.9
362.27083333,SM_Depth_8,2.7,5.5
362.27083333,SM_Depth_9,3,14.1
362.28125,SM_Depth_1,0.05,30.1
362.28125,SM_Depth_2,0.1,23.7
362.28125,SM_Depth_3,0.2,26.0
362.28125,SM_Depth_4,0.5,18.9
362.28125,SM_Depth_5,1,11.2
362.28125,SM_Depth_7,2.5,4.5
362.28125,SM_Depth_6,2,7.9
362.28125,SM_Depth_8,2.7,5.5
362.28125,SM_Depth_9,3,14.1
362.29166667,SM_Depth_1,0.05,30.1
362.29166667,SM_Depth_2,0.1,23.7
362.29166667,SM_Depth_3,0.2,26.0
362.29166667,SM_Depth_4,0.5,18.9
362.29166667,SM_Depth_5,1,11.2
362.29166667,SM_Depth_7,2.5,4.5
362.29166667,SM_Depth_6,2,7.9
362.29166667,SM_Depth_8,2.7,5.5
362.29166667,SM_Depth_9,3,14.1
362.30208333,SM_Depth_1,0.05,30.1
362.30208333,SM_Depth_2,0.1,23.7
362.30208333,SM_Depth_3,0.2,26.0
362.30208333,SM_Depth_4,0.5,18.9
362.30208333,SM_Depth_5,1,11.2
362.30208333,SM_Depth_7,2.5,4.5
362.30208333,SM_Depth_6,2,7.9
362.30208333,SM_Depth_8,2.7,5.5
362.30208333,SM_Depth_9,3,14.1
362.3125,SM_Depth_1,0.05,30.1
362.3125,SM_Depth_2,0.1,23.7
362.3125,SM_Depth_3,0.2,26.0
362.3125,SM_Depth_4,0.5,18.9
362.3125,SM_Depth_5,1,11.2
362.3125,SM_Depth_7,2.5,4.5
