DOY_Cont,Label,Depth,SM_%
351.45833333,SM_Depth_5,1,9.2
351.45833333,SM_Depth_7,2.5,4.5
351.45833333,SM_Depth_6,2,6.8
351.45833333,SM_Depth_8,2.7,5.4
351.45833333,SM_Depth_9,3,14.0
351.46875,SM_Depth_1,0.05,16.5
351.46875,SM_Depth_2,0.1,14.7
351.46875,SM_Depth_3,0.2,13.7
351.46875,SM_Depth_4,0.5,11.6
351.46875,SM_Depth_5,1,9.2
351.46875,SM_Depth_7,2.5,4.5
351.46875,SM_Depth_6,2,6.8
351.46875,SM_Depth_8,2.7,5.4
351.46875,SM_Depth_9,3,14.0
351.47916667,SM_Depth_1,0.05,16.5
351.47916667,SM_Depth_2,0.1,14.7
351.47916667,SM_Depth_3,0.2,13.7
351.47916667,SM_Depth_4,0.5,11.6
351.47916667,SM_Depth_5,1,9.2
351.47916667,SM_Depth_7,2.5,4.5
351.47916667,SM_Depth_6,2,6.8
351.47916667,SM_Depth_8,2.7,5.4
351.47916667,SM_Depth_9,3,14.0
351.48958333,SM_Depth_1,0.05,16.5
351.48958333,SM_Depth_2,0.1,14.7
351.48958333,SM_Depth_3,0.2,13.7
351.48958333,SM_Depth_4,0.5,11.6
351.48958333,SM_Depth_5,1,9.2
351.48958333,SM_Depth_7,2.5,4.5
351.48958333,SM_Depth_6,2,6.8
351.48958333,SM_Depth_8,2.7,5.4
351.48958333,SM_Depth_9,3,14.0
351.5,SM_Depth_1,0.05,16.5
351.5,SM_Depth_2,0.1,14.7
351.5,SM_Depth_3,0.2,13.6
351.5,SM_Depth_4,0.5,11.6
351.5,SM_Depth_5,1,9.2
351.5,SM_Depth_7,2.5,4.5
351.5,SM_Depth_6,2,6.8
351.5,SM_Depth_8,2.7,5.4
351.5,SM_Depth_9,3,14.0
351.51041667,SM_Depth_1,0.05,16.5
351.51041667,SM_Depth_2,0.1,14.7
351.51041667,SM_Depth_3,0.2,13.6
351.51041667,SM_Depth_4,0.5,11.6
351.51041667,SM_Depth_5,1,9.2
351.51041667,SM_Depth_7,2.5,4.5
351.51041667,SM_Depth_6,2,6.8
351.51041667,SM_Depth_8,2.7,5.4
351.51041667,SM_Depth_9,3,14.0
351.52083333,SM_Depth_1,0.05,16.5
351.52083333,SM_Depth_2,0.1,14.7
351.52083333,SM_Depth_3,0.2,13.6
351.52083333,SM_Depth_4,0.5,11.6
351.52083333,SM_Depth_5,1,9.2
351.52083333,SM_Depth_7,2.5,4.5
351.52083333,SM_Depth_6,2,6.8
351.52083333,SM_Depth_8,2.7,5.4
351.52083333,SM_Depth_9,3,14.0
351.53125,SM_Depth_1,0.05,16.5
351.53125,SM_Depth_2,0.1,14.7
351.53125,SM_Depth_3,0.2,13.6
351.53125,SM_Depth_4,0.5,11.6
351.53125,SM_Depth_5,1,9.2
351.53125,SM_Depth_7,2.5,4.5
351.53125,SM_Depth_6,2,6.8
351.53125,SM_Depth_8,2.7,5.4
351.53125,SM_Depth_9,3,14.0
351.54166667,SM_Depth_1,0.05,16.5
351.54166667,SM_Depth_2,0.1,14.7
351.54166667,SM_Depth_3,0.2,13.6
351.54166667,SM_Depth_4,0.5,11.6
351.54166667,SM_Depth_5,1,9.2
351.54166667,SM_Depth_7,2.5,4.5
351.54166667,SM_Depth_6,2,6.8
351.54166667,SM_Depth_8,2.7,5.4
351.54166667,SM_Depth_9,3,14.0
351.55208333,SM_Depth_1,0.05,16.5
351.55208333,SM_Depth_2,0.1,14.7
351.55208333,SM_Depth_3,0.2,13.6
351.55208333,SM_Depth_4,0.5,11.6
351.55208333,SM_Depth_5,1,9.2
351.55208333,SM_Depth_7,2.5,4.5
351.55208333,SM_Depth_6,2,6.8
351.55208333,SM_Depth_8,2.7,5.4
351.55208333,SM_Depth_9,3,14.0
351.5625,SM_Depth_1,0.05,16.5
351.5625,SM_Depth_2,0.1,14.7
351.5625,SM_Depth_3,0.2,13.6
351.5625,SM_Depth_4,0.5,11.6
351.5625,SM_Depth_5,1,9.1
351.5625,SM_Depth_7,2.5,4.5
351.5625,SM_Depth_6,2,6.8
351.5625,SM_Depth_8,2.7,5.4
351.5625,SM_Depth_9,3,14.0
351.57291667,SM_Depth_1,0.05,16.5
351.57291667,SM_Depth_2,0.1,14.7
351.57291667,SM_Depth_3,0.2,13.6
351.57291667,SM_Depth_4,0.5,11.6
351.57291667,SM_Depth_5,1,9.2
351.57291667,SM_Depth_7,2.5,4.5
351.57291667,SM_Depth_6,2,6.8
351.57291667,SM_Depth_8,2.7,5.4
351.57291667,SM_Depth_9,3,14.0
351.58333333,SM_Depth_1,0.05,16.5
351.58333333,SM_Depth_2,0.1,14.7
351.58333333,SM_Depth_3,0.2,13.6
351.58333333,SM_Depth_4,0.5,11.6
351.58333333,SM_Depth_5,1,9.2
351.58333333,SM_Depth_7,2.5,4.5
351.58333333,SM_Depth_6,2,6.8
351.58333333,SM_Depth_8,2.7,5.4
351.58333333,SM_Depth_9,3,14.0
351.59375,SM_Depth_1,0.05,16.5
351.59375,SM_Depth_2,0.1,14.7
351.59375,SM_Depth_3,0.2,13.6
351.59375,SM_Depth_4,0.5,11.6
351.59375,SM_Depth_5,1,9.1
351.59375,SM_Depth_7,2.5,4.5
351.59375,SM_Depth_6,2,6.8
351.59375,SM_Depth_8,2.7,5.4
351.59375,SM_Depth_9,3,14.0
351.60416667,SM_Depth_1,0.05,16.5
351.60416667,SM_Depth_2,0.1,14.7
351.60416667,SM_Depth_3,0.2,13.6
351.60416667,SM_Depth_4,0.5,11.6
351.60416667,SM_Depth_5,1,9.1
351.60416667,SM_Depth_7,2.5,4.5
351.60416667,SM_Depth_6,2,6.8
351.60416667,SM_Depth_8,2.7,5.4
351.60416667,SM_Depth_9,3,14.0
351.61458333,SM_Depth_1,0.05,16.5
351.61458333,SM_Depth_2,0.1,14.7
351.61458333,SM_Depth_3,0.2,13.6
351.61458333,SM_Depth_4,0.5,11.6
351.61458333,SM_Depth_5,1,9.1
351.61458333,SM_Depth_7,2.5,4.5
351.61458333,SM_Depth_6,2,6.8
351.61458333,SM_Depth_8,2.7,5.4
351.61458333,SM_Depth_9,3,13.9
351.625,SM_Depth_1,0.05,16.5
351.625,SM_Depth_2,0.1,14.7
351.625,SM_Depth_3,0.2,13.6
351.625,SM_Depth_4,0.5,11.6
351.625,SM_Depth_5,1,9.1
351.625,SM_Depth_7,2.5,4.5
351.625,SM_Depth_6,2,6.8
351.625,SM_Depth_8,2.7,5.4
351.625,SM_Depth_9,3,13.9
351.63541667,SM_Depth_1,0.05,16.5
351.63541667,SM_Depth_2,0.1,14.7
351.63541667,SM_Depth_3,0.2,13.6
351.63541667,SM_Depth_4,0.5,11.6
351.63541667,SM_Depth_5,1,9.1
351.63541667,SM_Depth_7,2.5,4.5
351.63541667,SM_Depth_6,2,6.8
351.63541667,SM_Depth_8,2.7,5.4
351.63541667,SM_Depth_9,3,13.9
351.64583333,SM_Depth_1,0.05,16.5
351.64583333,SM_Depth_2,0.1,14.7
351.64583333,SM_Depth_3,0.2,13.6
351.64583333,SM_Depth_4,0.5,11.6
351.64583333,SM_Depth_5,1,9.1
351.64583333,SM_Depth_7,2.5,4.5
351.64583333,SM_Depth_6,2,6.8
351.64583333,SM_Depth_8,2.7,5.4
351.64583333,SM_Depth_9,3,13.9
351.65625,SM_Depth_1,0.05,16.5
351.65625,SM_Depth_2,0.1,14.7
351.65625,SM_Depth_3,0.2,13.6
351.65625,SM_Depth_4,0.5,11.6
351.65625,SM_Depth_5,1,9.1
351.65625,SM_Depth_7,2.5,4.5
351.65625,SM_Depth_6,2,6.8
351.65625,SM_Depth_8,2.7,5.4
351.65625,SM_Depth_9,3,13.9
351.66666667,SM_Depth_1,0.05,16.5
351.66666667,SM_Depth_2,0.1,14.7
351.66666667,SM_Depth_3,0.2,13.6
351.66666667,SM_Depth_4,0.5,11.6
351.66666667,SM_Depth_5,1,9.2
351.66666667,SM_Depth_7,2.5,4.5
351.66666667,SM_Depth_6,2,6.8
351.66666667,SM_Depth_8,2.7,5.4
351.66666667,SM_Depth_9,3,13.9
351.67708333,SM_Depth_1,0.05,16.5
351.67708333,SM_Depth_2,0.1,14.6
351.67708333,SM_Depth_3,0.2,13.6
351.67708333,SM_Depth_4,0.5,11.6
351.67708333,SM_Depth_5,1,9.1
351.67708333,SM_Depth_7,2.5,4.5
351.67708333,SM_Depth_6,2,6.8
351.67708333,SM_Depth_8,2.7,5.4
351.67708333,SM_Depth_9,3,13.9
351.6875,SM_Depth_1,0.05,16.4
351.6875,SM_Depth_2,0.1,14.6
351.6875,SM_Depth_3,0.2,13.6
351.6875,SM_Depth_4,0.5,11.6
351.6875,SM_Depth_5,1,9.1
351.6875,SM_Depth_7,2.5,4.5
351.6875,SM_Depth_6,2,6.8
351.6875,SM_Depth_8,2.7,5.4
351.6875,SM_Depth_9,3,13.9
351.69791667,SM_Depth_1,0.05,16.4
351.69791667,SM_Depth_2,0.1,14.6
351.69791667,SM_Depth_3,0.2,13.6
351.69791667,SM_Depth_4,0.5,11.6
351.69791667,SM_Depth_5,1,9.1
351.69791667,SM_Depth_7,2.5,4.5
351.69791667,SM_Depth_6,2,6.8
351.69791667,SM_Depth_8,2.7,5.4
351.69791667,SM_Depth_9,3,13.9
351.70833333,SM_Depth_1,0.05,16.4
351.70833333,SM_Depth_2,0.1,14.6
351.70833333,SM_Depth_3,0.2,13.6
351.70833333,SM_Depth_4,0.5,11.6
351.70833333,SM_Depth_5,1,9.1
351.70833333,SM_Depth_7,2.5,4.5
351.70833333,SM_Depth_6,2,6.8
351.70833333,SM_Depth_8,2.7,5.4
351.70833333,SM_Depth_9,3,13.9
351.71875,SM_Depth_1,0.05,16.4
351.71875,SM_Depth_2,0.1,14.6
351.71875,SM_Depth_3,0.2,13.6
351.71875,SM_Depth_4,0.5,11.6
351.71875,SM_Depth_5,1,9.1
351.71875,SM_Depth_7,2.5,4.5
351.71875,SM_Depth_6,2,6.8
351.71875,SM_Depth_8,2.7,5.4
351.71875,SM_Depth_9,3,13.9
351.72916667,SM_Depth_1,0.05,16.4
351.72916667,SM_Depth_2,0.1,14.6
351.72916667,SM_Depth_3,0.2,13.6
351.72916667,SM_Depth_4,0.5,11.6
351.72916667,SM_Depth_5,1,9.1
351.72916667,SM_Depth_7,2.5,4.5
351.72916667,SM_Depth_6,2,6.8
351.72916667,SM_Depth_8,2.7,5.4
351.72916667,SM_Depth_9,3,13.9
351.73958333,SM_Depth_1,0.05,16.4
351.73958333,SM_Depth_2,0.1,14.6
351.73958333,SM_Depth_3,0.2,13.6
351.73958333,SM_Depth_4,0.5,11.6
351.73958333,SM_Depth_5,1,9.1
351.73958333,SM_Depth_7,2.5,4.5
351.73958333,SM_Depth_6,2,6.8
351.73958333,SM_Depth_8,2.7,5.4
351.73958333,SM_Depth_9,3,13.9
351.75,SM_Depth_1,0.05,16.4
351.75,SM_Depth_2,0.1,14.6
351.75,SM_Depth_3,0.2,13.6
351.75,SM_Depth_4,0.5,11.6
351.75,SM_Depth_5,1,9.1
351.75,SM_Depth_7,2.5,4.5
351.75,SM_Depth_6,2,6.8
351.75,SM_Depth_8,2.7,5.4
351.75,SM_Depth_9,3,13.9
351.76041667,SM_Depth_1,0.05,16.4
351.76041667,SM_Depth_2,0.1,14.6
351.76041667,SM_Depth_3,0.2,13.6
351.76041667,SM_Depth_4,0.5,11.6
351.76041667,SM_Depth_5,1,9.1
351.76041667,SM_Depth_7,2.5,4.5
351.76041667,SM_Depth_6,2,6.8
351.76041667,SM_Depth_8,2.7,5.4
351.76041667,SM_Depth_9,3,13.9
351.77083333,SM_Depth_1,0.05,16.4
351.77083333,SM_Depth_2,0.1,14.6
351.77083333,SM_Depth_3,0.2,13.6
351.77083333,SM_Depth_4,0.5,11.6
351.77083333,SM_Depth_5,1,9.1
351.77083333,SM_Depth_7,2.5,4.5
351.77083333,SM_Depth_6,2,6.8
351.77083333,SM_Depth_8,2.7,5.4
351.77083333,SM_Depth_9,3,13.9
351.78125,SM_Depth_1,0.05,16.4
351.78125,SM_Depth_2,0.1,14.6
351.78125,SM_Depth_3,0.2,13.6
351.78125,SM_Depth_4,0.5,11.6
351.78125,SM_Depth_5,1,9.1
351.78125,SM_Depth_7,2.5,4.5
351.78125,SM_Depth_6,2,6.8
351.78125,SM_Depth_8,2.7,5.4
351.78125,SM_Depth_9,3,13.9
351.79166667,SM_Depth_1,0.05,16.4
351.79166667,SM_Depth_2,0.1,14.6
351.79166667,SM_Depth_3,0.2,13.6
351.79166667,SM_Depth_4,0.5,11.6
351.79166667,SM_Depth_5,1,9.1
351.79166667,SM_Depth_7,2.5,4.5
351.79166667,SM_Depth_6,2,6.8
351.79166667,SM_Depth_8,2.7,5.4
351.79166667,SM_Depth_9,3,13.9
351.80208333,SM_Depth_1,0.05,16.4
351.80208333,SM_Depth_2,0.1,14.6
351.80208333,SM_Depth_3,0.2,13.6
351.80208333,SM_Depth_4,0.5,11.6
351.80208333,SM_Depth_5,1,9.1
351.80208333,SM_Depth_7,2.5,4.5
351.80208333,SM_Depth_6,2,6.8
351.80208333,SM_Depth_8,2.7,5.4
351.80208333,SM_Depth_9,3,13.9
351.8125,SM_Depth_1,0.05,16.4
351.8125,SM_Depth_2,0.1,14.6
351.8125,SM_Depth_3,0.2,13.6
351.8125,SM_Depth_4,0.5,11.6
351.8125,SM_Depth_5,1,9.1
351.8125,SM_Depth_7,2.5,4.5
351.8125,SM_Depth_6,2,6.8
351.8125,SM_Depth_8,2.7,5.4
351.8125,SM_Depth_9,3,13.9
351.82291667,SM_Depth_1,0.05,16.4
351.82291667,SM_Depth_2,0.1,14.6
351.82291667,SM_Depth_3,0.2,13.6
351.82291667,SM_Depth_4,0.5,11.6
351.82291667,SM_Depth_5,1,9.1
351.82291667,SM_Depth_7,2.5,4.5
351.82291667,SM_Depth_6,2,6.8
351.82291667,SM_Depth_8,2.7,5.4
351.82291667,SM_Depth_9,3,13.8
351.83333333,SM_Depth_1,0.05,16.4
351.83333333,SM_Depth_2,0.1,14.6
351.83333333,SM_Depth_3,0.2,13.6
351.83333333,SM_Depth_4,0.5,11.6
351.83333333,SM_Depth_5,1,9.1
351.83333333,SM_Depth_7,2.5,4.5
351.83333333,SM_Depth_6,2,6.8
351.83333333,SM_Depth_8,2.7,5.4
351.83333333,SM_Depth_9,3,13.8
351.84375,SM_Depth_1,0.05,16.4
351.84375,SM_Depth_2,0.1,14.6
351.84375,SM_Depth_3,0.2,13.6
351.84375,SM_Depth_4,0.5,11.6
351.84375,SM_Depth_5,1,9.1
351.84375,SM_Depth_7,2.5,4.5
351.84375,SM_Depth_6,2,6.8
351.84375,SM_Depth_8,2.7,5.4
351.84375,SM_Depth_9,3,13.8
351.85416667,SM_Depth_1,0.05,16.4
351.85416667,SM_Depth_2,0.1,14.6
351.85416667,SM_Depth_3,0.2,13.6
351.85416667,SM_Depth_4,0.5,11.6
351.85416667,SM_Depth_5,1,9.1
351.85416667,SM_Depth_7,2.5,4.5
351.85416667,SM_Depth_6,2,6.8
351.85416667,SM_Depth_8,2.7,5.4
351.85416667,SM_Depth_9,3,13.8
351.86458333,SM_Depth_1,0.05,16.4
351.86458333,SM_Depth_2,0.1,14.6
351.86458333,SM_Depth_3,0.2,13.6
351.86458333,SM_Depth_4,0.5,11.6
351.86458333,SM_Depth_5,1,9.1
351.86458333,SM_Depth_7,2.5,4.5
351.86458333,SM_Depth_6,2,6.8
351.86458333,SM_Depth_8,2.7,5.4
351.86458333,SM_Depth_9,3,13.8
351.875,SM_Depth_1,0.05,16.4
351.875,SM_Depth_2,0.1,14.6
351.875,SM_Depth_3,0.2,13.6
351.875,SM_Depth_4,0.5,11.6
351.875,SM_Depth_5,1,9.1
351.875,SM_Depth_7,2.5,4.5
351.875,SM_Depth_6,2,6.8
351.875,SM_Depth_8,2.7,5.4
351.875,SM_Depth_9,3,13.8
351.88541667,SM_Depth_1,0.05,16.4
351.88541667,SM_Depth_2,0.1,14.6
351.88541667,SM_Depth_3,0.2,13.6
351.88541667,SM_Depth_4,0.5,11.6
351.88541667,SM_Depth_5,1,9.1
351.88541667,SM_Depth_7,2.5,4.5
351.88541667,SM_Depth_6,2,6.8
351.88541667,SM_Depth_8,2.7,5.4
351.88541667,SM_Depth_9,3,13.8
351.89583333,SM_Depth_1,0.05,16.4
351.89583333,SM_Depth_2,0.1,14.6
351.89583333,SM_Depth_3,0.2,13.6
351.89583333,SM_Depth_4,0.5,11.6
351.89583333,SM_Depth_5,1,9.1
351.89583333,SM_Depth_7,2.5,4.5
351.89583333,SM_Depth_6,2,6.8
351.89583333,SM_Depth_8,2.7,5.4
351.89583333,SM_Depth_9,3,13.8
351.90625,SM_Depth_1,0.05,16.4
351.90625,SM_Depth_2,0.1,14.6
351.90625,SM_Depth_3,0.2,13.6
351.90625,SM_Depth_4,0.5,11.6
351.90625,SM_Depth_5,1,9.1
351.90625,SM_Depth_7,2.5,4.5
351.90625,SM_Depth_6,2,6.8
351.90625,SM_Depth_8,2.7,5.4
351.90625,SM_Depth_9,3,13.8
351.91666667,SM_Depth_1,0.05,16.4
351.91666667,SM_Depth_2,0.1,14.6
351.91666667,SM_Depth_3,0.2,13.6
351.91666667,SM_Depth_4,0.5,11.6
351.91666667,SM_Depth_5,1,9.1
351.91666667,SM_Depth_7,2.5,4.5
351.91666667,SM_Depth_6,2,6.8
351.91666667,SM_Depth_8,2.7,5.4
351.91666667,SM_Depth_9,3,13.8
351.92708333,SM_Depth_1,0.05,16.3
351.92708333,SM_Depth_2,0.1,14.6
351.92708333,SM_Depth_3,0.2,13.6
351.92708333,SM_Depth_4,0.5,11.6
351.92708333,SM_Depth_5,1,9.1
351.92708333,SM_Depth_7,2.5,4.5
351.92708333,SM_Depth_6,2,6.8
351.92708333,SM_Depth_8,2.7,5.4
351.92708333,SM_Depth_9,3,13.8
351.9375,SM_Depth_1,0.05,16.3
351.9375,SM_Depth_2,0.1,14.6
351.9375,SM_Depth_3,0.2,13.6
351.9375,SM_Depth_4,0.5,11.6
351.9375,SM_Depth_5,1,9.1
351.9375,SM_Depth_7,2.5,4.5
351.9375,SM_Depth_6,2,6.8
351.9375,SM_Depth_8,2.7,5.4
351.9375,SM_Depth_9,3,13.8
351.94791667,SM_Depth_1,0.05,16.3
351.94791667,SM_Depth_2,0.1,14.6
351.94791667,SM_Depth_3,0.2,13.6
351.94791667,SM_Depth_4,0.5,11.6
351.94791667,SM_Depth_5,1,9.1
351.94791667,SM_Depth_7,2.5,4.5
351.94791667,SM_Depth_6,2,6.8
351.94791667,SM_Depth_8,2.7,5.4
351.94791667,SM_Depth_9,3,13.8
351.95833333,SM_Depth_1,0.05,16.3
351.95833333,SM_Depth_2,0.1,14.6
351.95833333,SM_Depth_3,0.2,13.6
351.95833333,SM_Depth_4,0.5,11.6
351.95833333,SM_Depth_5,1,9.1
351.95833333,SM_Depth_7,2.5,4.5
351.95833333,SM_Depth_6,2,6.8
351.95833333,SM_Depth_8,2.7,5.4
351.95833333,SM_Depth_9,3,13.8
351.96875,SM_Depth_1,0.05,16.3
351.96875,SM_Depth_2,0.1,14.6
351.96875,SM_Depth_3,0.2,13.6
351.96875,SM_Depth_4,0.5,11.6
351.96875,SM_Depth_5,1,9.1
351.96875,SM_Depth_7,2.5,4.5
351.96875,SM_Depth_6,2,6.8
351.96875,SM_Depth_8,2.7,5.4
351.96875,SM_Depth_9,3,13.8
351.97916667,SM_Depth_1,0.05,16.3
351.97916667,SM_Depth_2,0.1,14.6
351.97916667,SM_Depth_3,0.2,13.6
351.97916667,SM_Depth_4,0.5,11.6
351.97916667,SM_Depth_5,1,9.1
351.97916667,SM_Depth_7,2.5,4.5
351.97916667,SM_Depth_6,2,6.8
351.97916667,SM_Depth_8,2.7,5.4
351.97916667,SM_Depth_9,3,13.8
351.98958333,SM_Depth_1,0.05,16.3
351.98958333,SM_Depth_2,0.1,14.6
351.98958333,SM_Depth_3,0.2,13.6
351.98958333,SM_Depth_4,0.5,11.6
351.98958333,SM_Depth_5,1,9.1
351.98958333,SM_Depth_7,2.5,4.5
351.98958333,SM_Depth_6,2,6.8
351.98958333,SM_Depth_8,2.7,5.4
351.98958333,SM_Depth_9,3,13.8
352,SM_Depth_1,0.05,16.3
352,SM_Depth_2,0.1,14.6
352,SM_Depth_3,0.2,13.6
352,SM_Depth_4,0.5,11.6
352,SM_Depth_5,1,9.1
352,SM_Depth_7,2.5,4.5
352,SM_Depth_6,2,6.8
352,SM_Depth_8,2.7,5.4
352,SM_Depth_9,3,13.8
352.01041667,SM_Depth_1,0.05,16.3
352.01041667,SM_Depth_2,0.1,14.6
352.01041667,SM_Depth_3,0.2,13.6
352.01041667,SM_Depth_4,0.5,11.6
352.01041667,SM_Depth_5,1,9.1
352.01041667,SM_Depth_7,2.5,4.5
352.01041667,SM_Depth_6,2,6.8
352.01041667,SM_Depth_8,2.7,5.4
352.01041667,SM_Depth_9,3,13.8
352.02083333,SM_Depth_1,0.05,16.3
352.02083333,SM_Depth_2,0.1,14.6
352.02083333,SM_Depth_3,0.2,13.6
352.02083333,SM_Depth_4,0.5,11.6
352.02083333,SM_Depth_5,1,9.1
352.02083333,SM_Depth_7,2.5,4.5
352.02083333,SM_Depth_6,2,6.8
352.02083333,SM_Depth_8,2.7,5.4
352.02083333,SM_Depth_9,3,13.8
352.03125,SM_Depth_1,0.05,16.3
352.03125,SM_Depth_2,0.1,14.6
352.03125,SM_Depth_3,0.2,13.5
352.03125,SM_Depth_4,0.5,11.6
352.03125,SM_Depth_5,1,9.1
352.03125,SM_Depth_7,2.5,4.5
352.03125,SM_Depth_6,2,6.8
352.03125,SM_Depth_8,2.7,5.4
352.03125,SM_Depth_9,3,13.8
352.04166667,SM_Depth_1,0.05,16.3
352.04166667,SM_Depth_2,0.1,14.6
352.04166667,SM_Depth_3,0.2,13.5
352.04166667,SM_Depth_4,0.5,11.6
352.04166667,SM_Depth_5,1,9.1
352.04166667,SM_Depth_7,2.5,4.5
352.04166667,SM_Depth_6,2,6.8
352.04166667,SM_Depth_8,2.7,5.4
352.04166667,SM_Depth_9,3,13.8
352.05208333,SM_Depth_1,0.05,16.3
352.05208333,SM_Depth_2,0.1,14.6
352.05208333,SM_Depth_3,0.2,13.5
352.05208333,SM_Depth_4,0.5,11.6
352.05208333,SM_Depth_5,1,9.1
352.05208333,SM_Depth_7,2.5,4.5
352.05208333,SM_Depth_6,2,6.8
352.05208333,SM_Depth_8,2.7,5.4
352.05208333,SM_Depth_9,3,13.8
352.0625,SM_Depth_1,0.05,16.3
352.0625,SM_Depth_2,0.1,14.5
352.0625,SM_Depth_3,0.2,13.5
352.0625,SM_Depth_4,0.5,11.6
352.0625,SM_Depth_5,1,9.1
352.0625,SM_Depth_7,2.5,4.5
352.0625,SM_Depth_6,2,6.8
352.0625,SM_Depth_8,2.7,5.4
352.0625,SM_Depth_9,3,13.8
352.07291667,SM_Depth_1,0.05,16.3
352.07291667,SM_Depth_2,0.1,14.6
352.07291667,SM_Depth_3,0.2,13.5
352.07291667,SM_Depth_4,0.5,11.6
352.07291667,SM_Depth_5,1,9.1
352.07291667,SM_Depth_7,2.5,4.5
352.07291667,SM_Depth_6,2,6.8
352.07291667,SM_Depth_8,2.7,5.4
352.07291667,SM_Depth_9,3,13.8
352.08333333,SM_Depth_1,0.05,16.3
352.08333333,SM_Depth_2,0.1,14.5
352.08333333,SM_Depth_3,0.2,13.5
352.08333333,SM_Depth_4,0.5,11.6
352.08333333,SM_Depth_5,1,9.1
352.08333333,SM_Depth_7,2.5,4.5
352.08333333,SM_Depth_6,2,6.8
352.08333333,SM_Depth_8,2.7,5.4
352.08333333,SM_Depth_9,3,13.8
352.09375,SM_Depth_1,0.05,16.3
352.09375,SM_Depth_2,0.1,14.5
352.09375,SM_Depth_3,0.2,13.5
352.09375,SM_Depth_4,0.5,11.6
352.09375,SM_Depth_5,1,9.1
352.09375,SM_Depth_7,2.5,4.5
352.09375,SM_Depth_6,2,6.8
352.09375,SM_Depth_8,2.7,5.4
352.09375,SM_Depth_9,3,13.8
352.10416667,SM_Depth_1,0.05,16.3
352.10416667,SM_Depth_2,0.1,14.5
352.10416667,SM_Depth_3,0.2,13.5
352.10416667,SM_Depth_4,0.5,11.6
352.10416667,SM_Depth_5,1,9.1
352.10416667,SM_Depth_7,2.5,4.5
352.10416667,SM_Depth_6,2,6.8
352.10416667,SM_Depth_8,2.7,5.4
352.10416667,SM_Depth_9,3,13.8
352.11458333,SM_Depth_1,0.05,16.3
352.11458333,SM_Depth_2,0.1,14.5
352.11458333,SM_Depth_3,0.2,13.5
352.11458333,SM_Depth_4,0.5,11.6
352.11458333,SM_Depth_5,1,9.1
352.11458333,SM_Depth_7,2.5,4.5
352.11458333,SM_Depth_6,2,6.8
352.11458333,SM_Depth_8,2.7,5.4
352.11458333,SM_Depth_9,3,13.8
352.125,SM_Depth_1,0.05,16.3
352.125,SM_Depth_2,0.1,14.5
352.125,SM_Depth_3,0.2,13.5
352.125,SM_Depth_4,0.5,11.6
352.125,SM_Depth_5,1,9.1
352.125,SM_Depth_7,2.5,4.5
352.125,SM_Depth_6,2,6.8
352.125,SM_Depth_8,2.7,5.4
352.125,SM_Depth_9,3,13.8
352.13541667,SM_Depth_1,0.05,16.3
352.13541667,SM_Depth_2,0.1,14.5
352.13541667,SM_Depth_3,0.2,13.5
352.13541667,SM_Depth_4,0.5,11.6
352.13541667,SM_Depth_5,1,9.1
352.13541667,SM_Depth_7,2.5,4.5
352.13541667,SM_Depth_6,2,6.8
352.13541667,SM_Depth_8,2.7,5.4
352.13541667,SM_Depth_9,3,13.8
352.14583333,SM_Depth_1,0.05,16.3
352.14583333,SM_Depth_2,0.1,14.5
352.14583333,SM_Depth_3,0.2,13.5
352.14583333,SM_Depth_4,0.5,11.6
352.14583333,SM_Depth_5,1,9.1
352.14583333,SM_Depth_7,2.5,4.5
352.14583333,SM_Depth_6,2,6.8
352.14583333,SM_Depth_8,2.7,5.4
352.14583333,SM_Depth_9,3,13.8
352.15625,SM_Depth_1,0.05,16.3
352.15625,SM_Depth_2,0.1,14.5
352.15625,SM_Depth_3,0.2,13.5
352.15625,SM_Depth_4,0.5,11.6
352.15625,SM_Depth_5,1,9.1
352.15625,SM_Depth_7,2.5,4.5
352.15625,SM_Depth_6,2,6.8
352.15625,SM_Depth_8,2.7,5.4
352.15625,SM_Depth_9,3,13.8
352.16666667,SM_Depth_1,0.05,16.3
352.16666667,SM_Depth_2,0.1,14.5
352.16666667,SM_Depth_3,0.2,13.5
352.16666667,SM_Depth_4,0.5,11.6
352.16666667,SM_Depth_5,1,9.1
352.16666667,SM_Depth_7,2.5,4.5
352.16666667,SM_Depth_6,2,6.8
352.16666667,SM_Depth_8,2.7,5.4
352.16666667,SM_Depth_9,3,13.8
352.17708333,SM_Depth_1,0.05,16.3
352.17708333,SM_Depth_2,0.1,14.5
352.17708333,SM_Depth_3,0.2,13.5
352.17708333,SM_Depth_4,0.5,11.6
352.17708333,SM_Depth_5,1,9.1
352.17708333,SM_Depth_7,2.5,4.5
352.17708333,SM_Depth_6,2,6.8
352.17708333,SM_Depth_8,2.7,5.4
352.17708333,SM_Depth_9,3,13.8
352.1875,SM_Depth_1,0.05,16.3
352.1875,SM_Depth_2,0.1,14.5
352.1875,SM_Depth_3,0.2,13.5
352.1875,SM_Depth_4,0.5,11.6
352.1875,SM_Depth_5,1,9.1
352.1875,SM_Depth_7,2.5,4.5
352.1875,SM_Depth_6,2,6.8
352.1875,SM_Depth_8,2.7,5.4
352.1875,SM_Depth_9,3,13.8
352.19791667,SM_Depth_1,0.05,16.3
352.19791667,SM_Depth_2,0.1,14.5
352.19791667,SM_Depth_3,0.2,13.5
