drel,Campaign,d13C
15.5100925925926,ambient,-9.11034232444219
15.5517476851852,ambient,-9.228632769524534
15.5934143518519,ambient,-9.326195770115614
15.6350810185185,ambient,-9.324084836429865
15.7184259259259,ambient,NA
15.7600925925926,ambient,NA
15.8017708333333,ambient,NA
15.8434259259259,ambient,NA
15.8850925925926,ambient,NA
15.9267476851852,ambient,NA
15.9684259259259,ambient,-8.748084745502368
16.0100694444444,ambient,-7.07346566565098
16.0517476851852,ambient,-6.654787721515252
16.0934259259259,ambient,-6.476679199146826
16.1350694444444,ambient,-6.5807072358186005
16.1767592592593,ambient,-6.859431977895339
16.2184143518519,ambient,-7.089374647126304
16.2600694444444,ambient,-7.52836206143337
16.3017361111111,ambient,-7.681306458404505
16.3434259259259,ambient,-7.614458501633363
16.3850694444444,ambient,-8.099115627282854
16.4267592592593,ambient,-8.697699079585679
16.4684259259259,ambient,-9.229095270380686
16.5100925925926,ambient,-9.456480511547367
16.5517708333333,ambient,-9.362353771833742
16.5934375,ambient,-9.352165971159174
16.6350925925926,ambient,-9.224867004631548
16.7184259259259,ambient,NA
16.7601041666667,ambient,NA
16.8017592592593,ambient,NA
16.8434143518519,ambient,NA
16.8850810185185,ambient,NA
16.9267592592593,ambient,NA
16.9684027777778,ambient,-9.08706720207428
17.0100925925926,ambient,-7.659175762927753
17.0517592592593,ambient,-6.433460934078601
17.0934259259259,ambient,-6.103326822526242
17.1350925925926,ambient,-6.489679346748391
17.1767476851852,ambient,-5.730172266803825
17.2184143518519,ambient,-5.504143779100131
17.2600925925926,ambient,-6.31363780264183
17.3017476851852,ambient,-7.004438351826934
17.3434143518519,ambient,-7.580331725168513
17.3842361111111,ambient,NA
17.4684259259259,ambient,-7.043784008055604
17.5100694444444,ambient,-7.188777189256633
17.5517592592593,ambient,-8.061133222249643
17.5934143518519,ambient,-8.421349015313162
17.6350925925926,ambient,-8.379725385078697
17.7184143518519,ambient,NA
17.7600810185185,ambient,NA
17.8017361111111,ambient,NA
17.8434259259259,ambient,NA
17.8850810185185,ambient,NA
17.9267592592593,ambient,NA
17.9684375,ambient,-8.176035453786987
18.0100925925926,ambient,-6.942872596175057
18.0517476851852,ambient,-6.1800358235089465
18.0934259259259,ambient,-5.452341269668352
18.1350925925926,ambient,-5.177888944247718
18.1767592592593,ambient,-4.885393318286686
18.2184259259259,ambient,-5.161752856363815
18.2600925925926,ambient,-5.592476726524726
18.3017592592593,ambient,-6.312102341870084
18.3434259259259,ambient,-6.596142748008235
18.3851041666667,ambient,-5.18420838199105
18.4267592592593,ambient,-4.848796510820501
18.4684259259259,ambient,-5.531420771569014
18.5100694444444,ambient,-6.911993958665711
18.5517592592593,ambient,NA
18.5934143518519,ambient,-8.359188232315713
18.6350925925926,ambient,-8.601235436097522
18.7184143518519,ambient,NA
18.7600810185185,ambient,NA
18.8017361111111,ambient,NA
18.8434143518519,ambient,NA
18.8850694444444,ambient,NA
18.9267476851852,ambient,NA
18.9684143518519,ambient,-9.028283718968552
19.0100810185185,ambient,-7.950833177926407
19.0517476851852,ambient,-5.88319643847997
19.0934027777778,ambient,NA
19.1350810185185,ambient,NA
19.1767708333333,ambient,-4.8613927619745905
19.2184143518519,ambient,-5.477765764191613
19.2600925925926,ambient,-6.181826264358843
19.3017476851852,ambient,-6.680867030881323
19.3434143518519,ambient,-7.005422257210798
19.3850925925926,ambient,-6.299653943605689
19.4267476851852,ambient,-7.203858327957772
19.4684375,ambient,-7.988385821590239
19.5100925925926,ambient,-8.36468850575738
19.5517592592593,ambient,-9.077982193950415
19.5934143518519,ambient,-9.164743083989567
19.6350925925926,ambient,-9.3639726219901
19.7184259259259,ambient,NA
19.7600810185185,ambient,NA
19.8017476851852,ambient,NA
19.8434143518519,ambient,NA
19.8850925925926,ambient,NA
19.9267708333333,ambient,NA
19.9684143518519,ambient,NA
20.0100810185185,ambient,-8.116929918916414
20.0517476851852,ambient,-7.390919390034293
20.0934143518519,ambient,-6.439711106746005
20.1767361111111,ambient,-7.136249762745564
20.2184027777778,ambient,-7.062528504719872
20.2600694444444,ambient,-7.5849515548358575
20.3017476851852,ambient,-7.7499415339913185
20.3434259259259,ambient,-7.819004387591773
20.3850925925926,ambient,-8.433368817903009
20.4267592592593,ambient,-8.617473433136226
20.4684259259259,ambient,-8.414629683941477
20.5100925925926,ambient,-9.00249201192512
20.5517592592593,ambient,-9.271482924283088
20.5934143518519,ambient,-9.326573324470903
20.6350810185185,ambient,-9.398481999375305
20.7184143518519,ambient,NA
20.7600925925926,ambient,NA
20.8017476851852,ambient,NA
20.8434143518519,ambient,NA
20.8850925925926,ambient,NA
20.9267708333333,ambient,NA
20.9801736111111,ambient,NA
21.0100925925926,ambient,-7.6448331644891905
21.0517476851852,ambient,-7.03209446943791
21.0934259259259,ambient,-6.774835518266007
21.1350810185185,ambient,-6.544104374798824
21.1767592592593,ambient,-7.146890165694797
21.2184375,ambient,-7.07436412623489
21.2600810185185,ambient,-6.665648162980618
21.3017592592593,ambient,-6.676407663759996
21.3434143518519,ambient,-6.820787087358591
21.3850925925926,ambient,-6.710051370371984
21.4267592592593,ambient,-7.360309934900832
21.4684259259259,ambient,-7.582090645698427
21.5100925925926,ambient,-8.169963978104612
21.5517592592593,ambient,-8.3566711508447
21.5934027777778,ambient,-8.55317150294809
21.6350694444444,ambient,-8.740187672484687
21.7184375,ambient,NA
21.7600810185185,ambient,NA
21.8017824074074,ambient,NA
22.0517476851852,ambient,-6.65305076139315
22.0934143518519,ambient,-6.591879633431562
22.1350925925926,ambient,-6.50082796518565
22.1767592592593,ambient,-6.929716762378158
22.2184143518519,ambient,-6.9464670393209875
22.2600810185185,ambient,-6.973873434457209
22.3017708333333,ambient,-7.015984540856223
22.3434259259259,ambient,-6.989778865161579
22.3850925925926,ambient,NA
22.4267592592593,ambient,NA
22.4684259259259,ambient,NA
22.5100925925926,ambient,NA
22.5517592592593,ambient,-7.645900517399481
22.5934375,ambient,-7.779275904935903
22.6350925925926,ambient,-7.630612772245783
22.7184375,ambient,NA
22.7601041666667,ambient,NA
22.8017708333333,ambient,NA
22.8434259259259,ambient,NA
22.8850810185185,ambient,NA
22.9267476851852,ambient,NA
22.9684027777778,ambient,-8.302190182760594
23.0100810185185,ambient,-7.489040397443709
23.0517476851852,ambient,-6.251931930284547
23.0934143518519,ambient,-6.176738344915151
23.1350925925926,ambient,-5.995559826745026
23.1767476851852,ambient,-5.837140300195189
23.2184143518519,ambient,-6.943947421251771
23.2600925925926,ambient,-7.4800040341131275
23.3017592592593,ambient,-7.704921947755366
23.3434375,ambient,-7.613269896049593
23.3850810185185,ambient,-7.480376800169459
23.4267592592593,ambient,NA
23.4684375,ambient,NA
23.5100925925926,ambient,NA
23.5517592592593,ambient,-8.84591700920905
23.5934375,ambient,-8.90870339288162
23.6350810185185,ambient,-9.163570104130692
23.7184143518519,ambient,NA
23.7600925925926,ambient,NA
23.8017592592593,ambient,NA
23.8434143518519,ambient,NA
23.8850810185185,ambient,NA
23.9267361111111,ambient,NA
23.9684143518519,ambient,-8.40327861567448
24.0100925925926,ambient,-7.787181268933307
24.0517476851852,ambient,-7.1232134869689485
24.0934259259259,ambient,-6.19454330287736
24.1350810185185,ambient,-6.026855687628862
24.1767476851852,ambient,-5.506459650025809
24.2184143518519,ambient,-5.3418684817286675
24.2600694444444,ambient,-5.812950322838992
24.3017592592593,ambient,-5.963998511375607
24.3434259259259,ambient,-6.17929516585955
24.3850810185185,ambient,-6.220495257774401
24.4267592592593,ambient,-6.31490345831628
24.4684259259259,ambient,-6.857541164264637
24.510150462963,ambient,-7.027106305325888
24.5518171296296,ambient,-7.5324497919117315
24.5934490740741,ambient,-8.464760099747155
24.6350925925926,ambient,-8.600684705269206
24.7184375,ambient,NA
24.7600925925926,ambient,NA
24.8017708333333,ambient,NA
24.8434375,ambient,NA
24.8851041666667,ambient,NA
24.9267824074074,ambient,NA
24.9684259259259,ambient,-9.467770017168231
25.0100810185185,ambient,-8.660616381409982
25.0517476851852,ambient,-7.321541605088118
25.0934259259259,ambient,-6.98872305538575
25.1351041666667,ambient,-6.434198828499904
25.1767592592593,ambient,-5.770224134644764
25.2184375,ambient,-5.79066474198437
25.2601041666667,ambient,-7.169493530084949
25.3017592592593,ambient,-7.587532113072541
25.3434375,ambient,-7.612170426880148
25.3850810185185,ambient,-7.559636636835904
25.4267592592593,ambient,-8.153865928027844
25.4684259259259,ambient,-8.647981405879293
25.5100810185185,ambient,-9.060269010264879
25.5517592592593,ambient,-9.418160452546406
25.5934143518519,ambient,-9.466963844711941
25.6350925925926,ambient,-9.597917455017335
25.7184143518519,ambient,NA
25.7600925925926,ambient,NA
25.8017592592593,ambient,NA
25.8434259259259,ambient,NA
25.8850925925926,ambient,NA
25.9267476851852,ambient,NA
25.9684259259259,ambient,-9.554572049394057
26.0100810185185,ambient,-8.149546878421958
26.0517708333333,ambient,-7.2300690019015015
26.0934143518519,ambient,-6.846458198078263
26.1350810185185,ambient,NA
26.1767592592593,ambient,NA
26.2184259259259,ambient,NA
26.2600925925926,ambient,NA
26.3017476851852,ambient,NA
26.3434259259259,ambient,NA
26.3850810185185,ambient,NA
26.4267592592593,ambient,NA
26.4684375,ambient,NA
26.5101041666667,ambient,NA
26.5517592592593,ambient,NA
26.5934259259259,ambient,NA
26.6350925925926,ambient,-9.430975660629924
26.7184259259259,ambient,NA
26.7600925925926,ambient,NA
26.8017476851852,ambient,NA
26.8434143518519,ambient,NA
26.8850925925926,ambient,NA
26.9267592592593,ambient,NA
26.9684027777778,ambient,NA
27.0100810185185,ambient,NA
27.0517476851852,ambient,NA
27.0934259259259,ambient,NA
27.1350925925926,ambient,NA
27.1767476851852,ambient,NA
27.2184143518519,ambient,NA
27.2600925925926,ambient,NA
27.3017708333333,ambient,NA
27.3434259259259,ambient,NA
27.3850925925926,ambient,NA
27.4267708333333,ambient,NA
27.4684259259259,ambient,-8.008090343390954
27.5100810185185,ambient,-8.423097077622307
27.5517708333333,ambient,-8.860057614901848
27.5934259259259,ambient,-9.041061487133732
27.6351041666667,ambient,-9.116001737261715
27.7187731481481,ambient,NA
27.7600810185185,ambient,NA
27.8017592592593,ambient,NA
27.8434259259259,ambient,NA
27.8851041666667,ambient,NA
27.9267476851852,ambient,NA
27.9684143518519,ambient,-9.56537386847826
28.0101041666667,ambient,-8.68660242706045
28.0517592592593,ambient,-7.758449949103869
28.0934259259259,ambient,-7.400517878487916
28.1350810185185,ambient,-6.197168250612451
28.1767592592593,ambient,-5.201952786992342
28.2184259259259,ambient,-5.6180512481805795
28.2600925925926,ambient,-6.191339956512845
28.3017708333333,ambient,-6.105164123181174
28.3434143518519,ambient,-6.142645777165095
28.3850810185185,ambient,-6.322721984543399
28.4267592592593,ambient,-6.853428544089652
28.4684259259259,ambient,-7.263291011534085
28.5101041666667,ambient,-7.9280896562686936
28.5517592592593,ambient,-8.325934329402012
28.5934375,ambient,-8.973073590202997
28.6350925925926,ambient,-9.013931007396712
28.7187615740741,ambient,NA
29.1350925925926,ambient,-6.803926801273933
29.1767824074074,ambient,-6.051041833271205
29.2184490740741,ambient,-6.07458535133622
29.2600925925926,ambient,-6.1629389315613885
29.3017708333333,ambient,-7.099676651300163
29.3434375,ambient,-7.339008400399171
29.3851041666667,ambient,-7.603719643034415
29.4267708333333,ambient,-7.717955668104255
29.4684259259259,ambient,-8.691795545378316
29.5101041666667,ambient,-8.684095771733126
29.5517476851852,ambient,-8.793861913988394
29.5934375,ambient,-9.025414298291999
29.6351041666667,ambient,-9.156177985382481
29.7187731481481,ambient,NA
29.7600925925926,ambient,NA
29.8017592592593,ambient,NA
29.8434375,ambient,NA
29.8850810185185,ambient,NA
29.9267708333333,ambient,NA
29.9684259259259,ambient,-9.404085880090086
30.0100925925926,ambient,-8.316001608385768
30.0517592592593,ambient,-6.817968842900983
30.0934259259259,ambient,-5.992598766037558
30.1350925925926,ambient,-5.485446867549653
30.1767476851852,ambient,-5.260146153159445
30.2184027777778,ambient,-5.277414730988095
30.2600925925926,ambient,-5.196103347670489
30.3017708333333,ambient,-5.205749822207093
30.3434375,ambient,-5.408874683476261
30.3850925925926,ambient,-5.926581835764191
30.4267592592593,ambient,-6.254780975233597
30.4684259259259,ambient,-6.369954861437455
30.5100810185185,ambient,-6.863688791406846
30.5517476851852,ambient,-7.054926798600559
30.5934490740741,ambient,-7.993700851424064
30.6350925925926,ambient,-8.722932056407185
30.7187731481481,ambient,NA
30.7600925925926,ambient,NA
30.8017708333333,ambient,NA
30.8434143518519,ambient,NA
30.8850925925926,ambient,NA
30.9267708333333,ambient,NA
30.9684375,ambient,-9.665421918678097
31.0100925925926,ambient,-8.691289946887867
31.0517592592593,ambient,-7.152326565516654
31.0934143518519,ambient,-6.254710169228904
31.1350925925926,ambient,-5.112916791685048
31.1767592592593,ambient,-4.80002879705121
31.2184143518519,ambient,-4.618712607099889
31.2600925925926,ambient,-5.026217535066596
31.3017708333333,ambient,-5.29073904487236
31.3434143518519,ambient,-5.252879511079472
31.3850925925926,ambient,-5.591675693824856
31.7184259259259,ambient,NA
31.7601041666667,ambient,NA
31.8017708333333,ambient,NA
31.8434375,ambient,NA
31.8850925925926,ambient,NA
31.9267824074074,ambient,NA
31.9684259259259,ambient,-9.440703753341994
32.1346759259259,ambient,NA
32.1767476851852,ambient,-0.5819451471215071
32.2184143518519,ambient,-1.4862528516266984
32.2601041666667,ambient,-2.5793341510006
32.3017476851852,ambient,-4.403501445488102
32.3434143518519,ambient,-4.692649248439622
32.3850694444444,ambient,-3.9008501706574528
32.4267476851852,ambient,-4.62328843780268
32.4684143518519,ambient,-5.1683172607634305
32.5100810185185,ambient,-6.086135108055558
32.5517592592593,ambient,-6.956094703333922
32.5934259259259,ambient,-7.505288288671348
32.6350810185185,ambient,-8.01724458790866
32.7600925925926,ambient,NA
32.8018402777778,ambient,NA
32.8434837962963,ambient,NA
32.8851736111111,ambient,NA
32.9268055555556,ambient,NA
32.9684953703704,ambient,-10.093306020205443
33.0100810185185,ambient,-8.55467000080657
33.0517476851852,ambient,-6.5789098982467245
33.0934259259259,ambient,-3.951026900491007
33.1351041666667,ambient,-3.1481605679506117
33.1767592592593,ambient,-3.9497129297675606
33.2184143518519,ambient,-4.312430218253622
33.2600925925926,ambient,-5.182035858412554
33.3017592592593,ambient,-5.107765286468469
33.3434143518519,ambient,-5.3993195345809895
33.3850810185185,ambient,-5.586589917369723
33.4267476851852,ambient,-6.285608997934792
33.4684259259259,ambient,-6.723226874057412
33.5100925925926,ambient,NA
33.5517592592593,ambient,-7.412777555955605
33.5934259259259,ambient,-7.685507608810869
33.6350810185185,ambient,-7.779943288026409
33.7600925925926,ambient,NA
33.8017592592593,ambient,NA
33.8434259259259,ambient,NA
33.8850925925926,ambient,NA
33.9267361111111,ambient,NA
33.9684027777778,ambient,-8.122918031826444
34.2020833333333,ambient,NA
34.2184259259259,ambient,NA
34.3017592592593,ambient,-3.9316022445753465
34.3434375,ambient,-4.547042423791684
34.3850925925926,ambient,-4.559517621066055
34.4267708333333,ambient,-4.558601575986007
34.4684143518519,ambient,-5.494856342413577
34.5100925925926,ambient,-6.4491668904373824
34.5517592592593,ambient,-7.03052751802205
34.5934259259259,ambient,-7.320477018292276
34.6351041666667,ambient,-7.383682019088048
34.7600810185185,ambient,NA
34.8017592592593,ambient,NA
34.8434375,ambient,NA
34.8850810185185,ambient,NA
34.9267592592593,ambient,NA
34.9684259259259,ambient,-7.514780313704827
34.9769560185185,ambient,NA
35.0100925925926,ambient,-6.198622682425884
35.0517592592593,ambient,-4.82774469594627
35.0934143518519,ambient,-3.971727165892503
35.1350925925926,ambient,-2.8552919280682527
35.1767592592593,ambient,-3.121571291787376
35.2184143518519,ambient,-3.6601526607593
35.2600810185185,ambient,-4.196338827551335
35.3017592592593,ambient,-4.284734929768167
35.3434259259259,ambient,-4.513818046579763
35.3850810185185,ambient,-5.394463651907184
35.4267592592593,ambient,-6.073083845800831
35.4684375,ambient,-6.571820995057038
35.5100810185185,ambient,-6.943305680579679
35.5517708333333,ambient,-7.209940441652573
35.5934490740741,ambient,-7.299705334623567
35.6351041666667,ambient,-7.421917812425563
35.7600925925926,ambient,NA
35.8017592592593,ambient,NA
35.8434259259259,ambient,NA
35.8850925925926,ambient,NA
35.9267824074074,ambient,NA
35.9684259259259,ambient,-7.6426591431585145
36.0100925925926,ambient,-6.9163292981946825
36.0517592592593,ambient,-5.951041599487542
36.0934143518519,ambient,-4.884266780820262
36.1350925925926,ambient,-4.532843386698149
36.1767592592593,ambient,-4.519007519686038
36.2184259259259,ambient,-4.694403965719079
36.2600925925926,ambient,-5.388012865451069
36.3017592592593,ambient,-5.5140377509826255
36.3434143518519,ambient,-5.724993742696835
36.3851041666667,ambient,-6.289141367768071
36.4267592592593,ambient,-6.644445292762915
36.4684259259259,ambient,-6.747944502955247
36.5100925925926,ambient,-6.899695212717597
36.5517592592593,ambient,-7.000839165351763
36.5934259259259,ambient,-7.050277973702073
36.6351041666667,ambient,-7.332229053253991
36.7600925925926,ambient,NA
36.8017592592593,ambient,NA
36.8434259259259,ambient,NA
36.8850810185185,ambient,NA
36.9267476851852,ambient,NA
36.9684143518519,ambient,-8.114854658703061
37.0100925925926,ambient,-7.429661022328726
37.0517476851852,ambient,-6.392897585277245
37.0934606481481,ambient,-5.562036925613404
37.1350925925926,ambient,-5.040880234097498
37.1767708333333,ambient,-5.147368254293804
37.2184259259259,ambient,-5.365407085732967
37.2600925925926,ambient,-5.604327446815994
37.3017592592593,ambient,-5.630212262573739
37.3434259259259,ambient,-5.579449292592358
37.3851041666667,ambient,-5.8077306809174996
37.4267476851852,ambient,-6.556611655576107
37.4684259259259,ambient,-7.049694980465065
37.5101041666667,ambient,-7.295688945984488
37.5517708333333,ambient,-7.575678877660897
37.5934259259259,ambient,-8.207897686344602
37.6350925925926,ambient,-8.571274572253966
37.7600925925926,ambient,NA
37.8017708333333,ambient,NA
37.8434143518519,ambient,NA
37.8850925925926,ambient,NA
37.9267476851852,ambient,NA
37.9684259259259,ambient,-10.570126210843025
38.0100925925926,ambient,-9.594512990100881
38.0517592592593,ambient,-8.191743101368592
38.0934259259259,ambient,-7.259974254800738
38.1350694444444,ambient,-7.08742188091775
38.1767476851852,ambient,-6.835050801712699
38.2184259259259,ambient,-7.37400231917584
38.2600810185185,ambient,-7.097096866465632
38.3017592592593,ambient,-7.2747882394478935
38.3434259259259,ambient,-7.789894224628604
38.3850694444444,ambient,-8.223840302723218
38.4267592592593,ambient,-9.127873625947942
38.4684143518519,ambient,-9.571762755699652
38.5100810185185,ambient,-9.915035419609204
38.5517708333333,ambient,-9.888321339931448
38.5934259259259,ambient,-10.261910681423787
38.6350810185185,ambient,-10.286463363888757
38.7600925925926,ambient,NA
38.8017476851852,ambient,NA
38.8434259259259,ambient,NA
38.8850810185185,ambient,NA
38.9267592592593,ambient,NA
38.9684259259259,ambient,-10.4224028450996
39.2184143518519,ambient,-6.382978470425705
39.2600810185185,ambient,-6.544057785308469
39.3017592592593,ambient,-6.7655592940880656
39.3434259259259,ambient,-6.84363382144492
39.3850925925926,ambient,-7.337010938513753
39.4267708333333,ambient,-7.724121244870637
39.4684375,ambient,-7.37425960194768
39.5100810185185,ambient,-7.841739002291238
39.5517361111111,ambient,-7.943195501923624
39.5934259259259,ambient,-8.265670447966338
39.6350925925926,ambient,-8.449690722994205
-9.27325231481482,drought,NA
-9.23157407407407,drought,NA
-9.18990740740741,drought,NA
-9.14822916666667,drought,NA
-9.10657407407407,drought,NA
-9.06490740740741,drought,-9.211655613516506
-9.02324074074074,drought,-8.394683656903522
-8.9815625,drought,-7.6259684063322375
-8.93989583333333,drought,-7.496843188869056
-8.89825231481482,drought,-7.37232187518029
-8.85657407407407,drought,-7.3602968227381975
-8.81489583333333,drought,-6.645810142167633
-8.77322916666667,drought,-7.000504557647982
-8.7315625,drought,-7.086097799198258
-8.68991898148148,drought,-7.117676656346273
-8.64824074074074,drought,-7.3084226864971065
-8.60657407407407,drought,NA
-8.56490740740741,drought,-7.790706032899096
-8.52325231481482,drought,-8.125650468412369
-8.48157407407407,drought,-8.178724792606932
-8.43991898148148,drought,-8.615308450134307
-8.39824074074074,drought,NA
-8.27324074074074,drought,NA
-8.23157407407407,drought,NA
-8.18990740740741,drought,NA
-8.14822916666667,drought,NA
-8.10657407407407,drought,NA
-8.06489583333333,drought,-10.764524291223271
-7.81491898148148,drought,-6.312193283999527
-7.77324074074074,drought,-5.665298992016282
-7.73157407407407,drought,-5.964306182676376
-7.68990740740741,drought,-6.6541315248753
-7.64822916666667,drought,-6.456149561256041
-7.60657407407407,drought,-7.590881075954979
-7.56489583333333,drought,-8.08089406787708
-7.52321759259259,drought,-8.56887985895246
-7.4815625,drought,-8.738035534353347
-7.43990740740741,drought,-8.82154680662065
-7.39824074074074,drought,-9.221268000289804
-7.27324074074074,drought,NA
-7.2315625,drought,NA
-7.18990740740741,drought,NA
-7.14824074074074,drought,NA
-7.1065625,drought,NA
-7.06488425925926,drought,-10.161072597169163
-7.02322916666667,drought,-9.516553718276814
-6.9815625,drought,-8.695949141515383
-6.93991898148148,drought,-8.555464926992316
-6.89824074074074,drought,-7.4359605727702665
-6.8565625,drought,-7.685941340921959
-6.81489583333333,drought,-7.372359680011604
-6.77322916666667,drought,-8.043390795570469
-6.73158564814815,drought,-7.726651050803776
-6.68989583333333,drought,-8.330386140175948
-6.64824074074074,drought,-8.61516874158119
-6.6065625,drought,-8.984127893782398
-6.56490740740741,drought,-8.965711112108268
-6.52324074074074,drought,-9.410238943234361
-6.4815625,drought,-8.877714305189148
-6.43990740740741,drought,-9.601625214256059
-6.39824074074074,drought,-9.185760879160782
-6.27322916666667,drought,NA
-6.23157407407407,drought,NA
-6.18988425925926,drought,NA
-6.14821759259259,drought,NA
-6.10655092592593,drought,NA
-6.06490740740741,drought,-10.755793584315684
-6.02324074074074,drought,-9.675897672594708
-5.98155092592593,drought,-8.721353836681761
-5.93988425925926,drought,-9.137606840306116
-5.89822916666667,drought,-9.444569340696939
-5.85657407407407,drought,-9.092973985791168
-5.81488425925926,drought,-8.172259141724243
-5.77324074074074,drought,-8.539938500186373
-5.7315625,drought,-8.752633150529554
-5.68989583333333,drought,-8.533810280892903
-5.64822916666667,drought,-9.17784227674621
-5.60657407407407,drought,-10.006068242127164
-5.56487268518519,drought,-9.321508529470671
-5.52322916666667,drought,-9.750616175348808
-5.48157407407407,drought,-9.60360666148972
-5.43989583333333,drought,-9.850964340999877
-5.39822916666667,drought,-9.700190648830587
-5.27324074074074,drought,NA
-5.23155092592593,drought,NA
-5.18990740740741,drought,NA
-5.14824074074074,drought,NA
-5.10657407407407,drought,NA
-5.06491898148148,drought,-10.82065988876344
-5.02325231481481,drought,-10.051069255078913
-4.9815625,drought,-9.889184617325466
-4.93990740740741,drought,-9.918832923815245
-4.89822916666667,drought,-9.364577428109511
-4.85657407407407,drought,-8.804522793649044
-4.81488425925926,drought,-8.116827943250971
-4.77321759259259,drought,-8.093620713556732
-4.73155092592593,drought,-8.245418245506091
-4.68989583333333,drought,-8.384517875000578
-4.64824074074074,drought,-8.696220719414566
-4.60657407407407,drought,-8.816522768383471
-4.56491898148148,drought,-8.903773967195209
-4.52322916666667,drought,-8.907215587428492
-4.48157407407407,drought,-8.801422637014085
-4.43989583333333,drought,-8.825021911429525
-4.39822916666667,drought,-8.967100767334964
-4.27325231481481,drought,NA
-4.2315625,drought,NA
-4.18990740740741,drought,NA
-4.14825231481481,drought,NA
-4.1065625,drought,NA
-4.06491898148148,drought,-9.442909172981619
-4.02321759259259,drought,-8.795329114453732
-3.98157407407407,drought,-8.239901911022807
-3.93990740740741,drought,-7.910428764158047
-3.89824074074074,drought,-7.908274840639015
-3.85658564814815,drought,-7.9220785717802755
-3.81491898148148,drought,-7.9555667530469165
-3.77324074074074,drought,-8.47290424781482
-3.73158564814815,drought,-8.240496994057064
-3.68989583333333,drought,-7.964151836031078
-3.64822916666667,drought,-7.848534294073297
-3.60657407407407,drought,-7.524908584172124
-3.56489583333333,drought,-7.855678743523495
-3.52324074074074,drought,-8.528889340712059
-3.48157407407407,drought,-8.654547922871462
-3.43990740740741,drought,-8.951643796568169
-3.39824074074074,drought,-9.231188626049121
-3.27322916666667,drought,NA
-3.2315625,drought,NA
-3.18989583333333,drought,NA
-3.14822916666667,drought,NA
-3.10655092592593,drought,NA
-3.06489583333333,drought,NA
-3.02322916666667,drought,NA
-2.9815625,drought,NA
-2.93990740740741,drought,NA
-2.89824074074074,drought,NA
-2.77325231481481,drought,NA
-2.73157407407407,drought,NA
-2.68990740740741,drought,NA
-2.64825231481481,drought,NA
-2.6065625,drought,NA
-2.52324074074074,drought,NA
-2.48158564814815,drought,NA
-2.43989583333333,drought,NA
-2.39824074074074,drought,NA
-2.27324074074074,drought,NA
-2.23157407407407,drought,NA
-2.18988425925926,drought,NA
-2.14822916666667,drought,NA
-2.1065625,drought,NA
-2.06488425925926,drought,-8.764489197658612
-2.02322916666667,drought,-8.032660991545582
-1.9815625,drought,-7.5002822016406405
-1.93988425925926,drought,-6.500949762444247
-1.89824074074074,drought,-5.450130762680391
-1.85657407407407,drought,-4.594339554799358
-1.81489583333333,drought,-5.3060010161604225
-1.7315625,drought,-4.888197171397806
-1.68987268518519,drought,-5.740845844694242
-1.64820601851852,drought,-6.669951154761591
-1.60655092592593,drought,-7.54492364889567
-1.56487268518519,drought,-8.114499419216008
-1.52322916666667,drought,-8.520859546623054
-1.48155092592593,drought,-8.637747782100513
-1.43988425925926,drought,-8.9273217749498
-1.39821759259259,drought,-9.023871216472548
-1.27324074074074,drought,NA
-1.2315625,drought,NA
-1.18987268518519,drought,NA
-1.14822916666667,drought,NA
-1.1065625,drought,NA
-1.06490740740741,drought,-9.031502844439695
-1.02322916666667,drought,-7.940357857173087
-0.981550925925926,drought,-7.039127925178274
-0.939884259259259,drought,-6.568170990459528
-0.898229166666667,drought,-5.95165121676413
-0.856574074074074,drought,-5.890242785535467
-0.814872685185185,drought,-5.8482295721213635
-0.773229166666667,drought,-6.401348284379578
-0.731574074074074,drought,-6.745103269661952
-0.689895833333333,drought,-6.791361345385358
-0.648240740740741,drought,-7.33685684358943
-0.6065625,drought,-8.263057965861169
-0.564884259259259,drought,-8.319154997879505
-0.523229166666667,drought,-8.544944095125404
-0.481539351851852,drought,-8.821313086424471
-0.439861111111111,drought,-9.020680634088176
-0.398217592592593,drought,NA
-0.273229166666667,drought,NA
-0.231550925925926,drought,NA
-0.189884259259259,drought,NA
-0.148240740740741,drought,NA
-0.106550925925926,drought,NA
-0.0648958333333333,drought,-9.889857818084685
-0.0232175925925926,drought,-8.946517019656413
0.0184490740740741,drought,1621.7656126997285
0.0600925925925926,drought,2392.9544733962116
0.101759259259259,drought,2055.925611138406
0.143414351851852,drought,1735.7546063792759
0.185092592592593,drought,1417.0899669006983
0.226770833333333,drought,559.5227338666809
0.268425925925926,drought,227.8987991067796
0.310081018518518,drought,106.94535051604015
0.351770833333333,drought,54.497075311294566
0.3934375,drought,31.716231847129187
0.435081018518518,drought,27.804693402432505
0.476770833333333,drought,23.115625185743994
0.518414351851852,drought,18.55956246580114
0.560092592592593,drought,14.926473807238406
0.601759259259259,drought,11.963134199385458
0.726759259259259,drought,NA
0.768414351851852,drought,NA
0.810081018518519,drought,NA
0.851770833333333,drought,NA
0.8934375,drought,NA
0.935104166666667,drought,1.0768893733615386
0.976770833333333,drought,0.7095573573509544
1.01842592592593,drought,1.2391252035360907
1.06009259259259,drought,1.2084893120882452
1.10175925925926,drought,1.279796198362126
1.1434375,drought,1.1668453020375793
1.18510416666667,drought,1.4626662434115065
1.22677083333333,drought,1.2124018870235513
1.2684375,drought,-0.023910006950938367
